"","Source","Target","edgelist2$f_tot"
"1488",191,99,2
"1489",183,105,2
"1490",168,111,2
"1491",70,37,6
"1492",179,171,6
"1493",168,32,2
"1494",192,18,56
"1495",70,242,2
"1496",57,152,6
"1497",143,20,10
"1498",185,125,10
"1499",128,133,2
"1500",185,95,2
"1501",70,136,4
"1502",119,85,6
"1503",119,86,12
"1504",57,218,6
"1505",57,225,2
"1506",168,152,3
"1507",128,155,18
"1508",168,92,6
"1509",184,23,8
"1510",70,5,3
"1511",57,5,2
"1512",57,195,2
"1513",131,40,4
"1514",131,85,3
"1515",141,32,4
"1516",57,25,10
"1517",128,69,2
"1518",168,65,2
"1519",57,45,2
"1520",168,45,2
"1521",41,106,3
"1522",70,79,2
"1523",57,55,6
"1524",145,40,2
"1525",145,29,2
"1526",145,154,2
"1527",145,112,4
"1528",145,200,2
"1529",145,132,2
"1530",145,16,2
"1531",145,74,2
"1532",168,82,2
"1533",184,203,8
"1534",84,215,4
"1535",57,109,6
"1536",145,133,6
"1537",128,56,4
"1538",185,190,2
"1539",183,28,2
"1540",191,114,2
"1541",145,32,2
"1542",191,86,2
"1543",131,70,2
"1544",131,121,2
"1545",131,110,4
"1546",78,87,3
"1547",28,70,1721
"1548",18,70,4644
"1549",48,144,14
"1550",35,70,222
"1551",18,183,492
"1552",79,57,32
"1553",53,145,228
"1554",21,57,1462
"1555",17,57,980
"1556",99,57,30
"1557",18,131,1340
"1558",20,57,1382
"1559",85,57,178
"1560",85,41,44
"1561",40,41,456
"1562",167,131,2
"1563",18,57,1278
"1564",22,168,98
"1565",22,70,58
"1566",105,70,6
"1567",79,70,6
"1568",194,84,6
"1569",95,84,16
"1570",18,84,358
"1571",67,57,206
"1572",30,57,908
"1573",65,141,2
"1574",30,168,204
"1575",30,157,258
"1576",15,57,106
"1577",53,57,82
"1578",36,70,1766
"1579",53,70,16
"1580",118,145,204
"1581",56,57,10
"1582",37,57,86
"1583",189,57,6
"1584",23,168,56
"1585",35,183,16
"1586",87,70,394
"1587",21,70,228
"1588",43,70,66
"1589",17,41,80
"1590",18,41,160
"1591",35,41,146
"1592",42,57,214
"1593",91,57,38
"1594",86,57,176
"1595",43,57,234
"1596",42,168,182
"1597",21,119,478
"1598",21,179,4
"1599",20,144,103
"1600",120,70,2
"1601",77,57,2048
"1602",69,57,572
"1603",58,157,13
"1604",27,157,224
"1605",32,157,144
"1606",52,57,34
"1607",18,144,242
"1608",83,41,52
"1609",107,41,122
"1610",23,70,602
"1611",28,168,39
"1612",32,57,92
"1613",103,128,6
"1614",28,141,8
"1615",39,57,14
"1616",28,41,552
"1617",28,157,59
"1618",39,70,50
"1619",28,131,125
"1620",159,145,54
"1621",92,57,30
"1622",76,57,46
"1623",62,157,30
"1624",40,70,2
"1625",23,84,62
"1626",30,141,138
"1627",64,57,10
"1628",58,70,1098
"1629",58,57,789
"1630",171,128,22
"1631",118,57,22
"1632",20,143,49
"1633",23,143,36
"1634",20,84,113
"1635",28,84,170
"1636",20,141,37
"1637",20,168,351
"1638",50,168,36
"1639",35,168,12
"1640",36,168,288
"1641",20,41,514
"1642",23,41,188
"1643",50,41,74
"1644",36,41,840
"1645",20,183,82
"1646",36,183,132
"1647",23,157,8
"1648",36,157,72
"1649",18,157,54
"1650",20,78,63
"1651",20,70,920
"1652",48,70,106
"1653",20,131,254
"1654",20,119,2
"1655",20,145,154
"1656",28,145,148
"1657",36,145,616
"1658",152,145,24
"1659",20,192,10
"1660",20,185,116
"1661",36,185,32
"1662",18,185,92
"1663",36,78,44
"1664",48,78,4
"1665",36,131,186
"1666",50,131,34
"1667",47,57,314
"1668",62,57,92
"1669",30,70,720
"1670",47,144,2
"1671",22,84,2
"1672",21,168,196
"1673",17,157,4
"1674",17,70,338
"1675",17,131,50
"1676",90,57,34
"1677",107,168,10
"1678",72,57,56
"1679",195,145,74
"1680",117,57,30
"1681",18,143,30
"1682",21,41,892
"1683",50,70,288
"1684",42,119,30
"1685",51,57,46
"1686",96,84,244
"1687",30,144,64
"1688",30,41,194
"1689",102,57,10
"1690",18,168,218
"1691",127,168,6
"1692",31,57,6
"1693",43,168,198
"1694",17,183,26
"1695",61,57,58
"1696",61,168,28
"1697",88,57,62
"1698",43,119,64
"1699",59,57,24
"1700",29,57,192
"1701",67,185,4
"1702",33,57,56
"1703",42,70,58
"1704",30,84,182
"1705",30,131,268
"1706",111,41,24
"1707",53,41,14
"1708",96,41,488
"1709",127,41,8
"1710",54,70,2
"1711",72,119,16
"1712",139,168,4
"1713",148,57,86
"1714",149,57,26
"1715",40,57,42
"1716",146,57,22
"1717",71,57,48
"1718",71,168,6
"1719",86,41,4
"1720",101,57,18
"1721",49,70,618
"1722",190,131,232
"1723",27,84,6
"1724",35,131,18
"1725",27,57,700
"1726",15,70,74
"1727",29,157,94
"1728",46,78,2
"1729",26,57,12
"1730",171,179,34
"1731",81,57,50
"1732",121,185,16
"1733",106,41,6
"1734",96,131,38
"1735",154,41,2
"1736",96,70,102
"1737",83,57,28
"1738",90,41,92
"1739",90,185,60
"1740",40,131,10
"1741",182,70,4
"1742",167,185,4
"1743",90,131,2
"1744",35,84,62
"1745",104,57,4
"1746",142,57,56
"1747",107,145,18
"1748",21,143,8
"1749",169,57,178
"1750",189,128,2
"1751",154,157,2
"1752",94,57,110
"1753",36,143,56
"1754",81,143,2
"1755",178,57,2
"1756",187,84,16
"1757",167,70,2
"1758",67,70,58
"1759",151,131,8
"1760",95,185,12
"1761",16,57,30
"1762",66,70,10
"1763",40,141,32
"1764",29,70,10
"1765",97,57,18
"1766",17,168,110
"1767",64,168,20
"1768",53,168,60
"1769",77,78,6
"1770",103,57,162
"1771",55,141,4
"1772",155,157,2
"1773",190,57,4
"1774",30,145,124
"1775",174,168,4
"1776",29,141,22
"1777",175,70,14
"1778",37,70,8
"1779",86,168,54
"1780",138,41,4
"1781",86,70,18
"1782",42,185,2
"1783",196,84,4
"1784",135,70,18
"1785",45,183,42
"1786",49,57,1060
"1787",32,41,24
"1788",134,57,2
"1789",164,70,30
"1790",28,179,16
"1791",20,157,17
"1792",18,78,72
"1793",62,70,10
"1794",67,131,2
"1795",36,144,8
"1796",50,78,6
"1797",47,41,36
"1798",173,183,4
"1799",146,144,6
"1800",28,144,7
"1801",29,41,98
"1802",66,57,46
"1803",66,168,58
"1804",111,141,6
"1805",54,168,34
"1806",197,57,2
"1807",176,144,4
"1808",42,131,2
"1809",42,144,2
"1810",96,183,2
"1811",117,144,42
"1812",71,70,10
"1813",27,41,64
"1814",27,70,122
"1815",125,131,12
"1816",198,70,4
"1817",93,57,12
"1818",129,131,20
"1819",87,168,2
"1820",142,128,4
"1821",148,41,16
"1822",149,128,4
"1823",29,78,2
"1824",36,128,24
"1825",142,70,22
"1826",45,57,8
"1827",135,168,2
"1828",31,185,4
"1829",18,179,2
"1830",58,41,91
"1831",33,70,88
"1832",98,143,14
"1833",112,57,8
"1834",107,70,20
"1835",19,70,30
"1836",98,168,2
"1837",32,141,16
"1838",77,70,52
"1839",25,168,2
"1840",65,70,12
"1841",199,84,2
"1842",40,128,2
"1843",50,145,8
"1844",36,84,6
"1845",30,128,2
"1846",96,143,838
"1847",96,145,1410
"1848",81,185,4
"1849",152,143,8
"1850",114,57,30
"1851",124,168,6
"1852",23,145,118
"1853",21,157,4
"1854",117,141,2
"1855",117,168,2
"1856",125,78,2
"1857",46,57,50
"1858",69,144,22
"1859",29,144,2
"1860",51,70,10
"1861",17,84,28
"1862",115,57,2
"1863",37,168,2
"1864",130,41,2
"1865",18,128,4
"1866",151,84,4
"1867",173,143,30
"1868",36,191,2
"1869",25,57,4
"1870",17,78,4
"1871",17,145,2
"1872",124,145,2
"1873",105,145,6
"1874",26,41,4
"1875",104,128,28
"1876",28,57,27
"1877",67,41,2
"1878",163,57,14
"1879",77,84,4
"1880",23,141,40
"1881",23,193,2
"1882",106,57,6
"1883",129,84,10
"1884",190,84,20
"1885",33,168,4
"1886",33,145,4
"1887",110,41,12
"1888",61,84,2
"1889",174,57,36
"1890",54,57,98
"1891",86,145,2
"1892",92,70,12
"1893",135,145,6
"1894",58,141,58
"1895",23,183,18
"1896",58,168,150
"1897",67,84,2
"1898",23,78,24
"1899",28,78,9
"1900",30,185,2
"1901",17,144,12
"1902",51,78,2
"1903",66,141,4
"1904",56,191,4
"1905",95,57,2
"1906",31,168,4
"1907",43,179,2
"1908",21,141,746
"1909",200,168,6
"1910",147,145,4
"1911",147,185,6
"1912",134,131,10
"1913",112,145,2
"1914",96,141,314
"1915",103,41,26
"1916",94,179,2
"1917",40,183,2
"1918",61,119,2
"1919",50,128,10
"1920",32,70,122
"1921",104,179,4
"1922",61,128,28
"1923",177,57,14
"1924",55,57,12
"1925",71,191,2
"1926",182,145,8
"1927",30,143,2
"1928",30,193,12
"1929",35,57,10
"1930",85,157,18
"1931",46,70,2
"1932",159,131,2
"1933",29,168,26
"1934",74,57,16
"1935",73,57,6
"1936",18,141,40
"1937",17,119,16
"1938",31,41,2
"1939",28,128,16
"1940",15,168,6
"1941",21,131,10
"1942",86,185,8
"1943",148,141,2
"1944",30,183,26
"1945",85,84,4
"1946",29,183,2
"1947",83,184,8
"1948",130,57,4
"1949",17,143,2
"1950",201,168,2
"1951",71,41,4
"1952",85,168,120
"1953",27,141,8
"1954",65,57,14
"1955",64,145,12
"1956",81,168,68
"1957",63,70,6
"1958",118,41,2
"1959",28,183,6
"1960",32,168,10
"1961",177,141,2
"1962",23,185,8
"1963",47,70,12
"1964",65,185,4
"1965",117,41,4
"1966",89,143,8
"1967",89,41,12
"1968",61,179,2
"1969",77,168,2
"1970",21,78,2
"1971",45,41,6
"1972",170,145,12
"1973",39,41,2
"1974",63,168,8
"1975",164,41,62
"1976",114,119,2
"1977",50,144,2
"1978",142,143,2
"1979",21,145,12
"1980",21,185,12
"1981",36,193,4
"1982",142,179,2
"1983",95,184,8
"1984",61,143,2
"1985",72,143,4
"1986",202,57,12
"1987",158,78,2
"1988",98,57,6
"1989",127,57,6
"1990",85,70,12
"1991",174,70,10
"1992",40,193,80
"1993",54,119,12
"1994",16,145,2
"1995",136,168,4
"1996",82,185,2
"1997",52,70,132
"1998",39,131,20
"1999",23,131,32
"2000",50,143,4
"2001",18,184,8
"2002",19,57,2
"2003",36,141,24
"2004",155,143,24
"2005",74,168,2
"2006",58,185,1
"2007",48,57,24
"2008",67,78,6
"2009",117,131,2
"2010",149,179,2
"2011",40,168,4
"2012",18,192,2
"2013",31,131,4
"2014",163,70,6
"2015",18,119,24
"2016",56,84,4
"2017",97,70,2
"2018",35,145,18
"2019",65,84,2
"2020",65,41,18
"2021",121,70,4
"2022",35,119,2
"2023",103,141,2
"2024",107,141,2
"2025",87,141,2
"2026",24,70,2
"2027",159,41,8
"2028",66,157,18
"2029",65,193,4
"2030",18,193,6
"2031",20,245,3
"2032",47,78,4
"2033",155,41,94
"2034",30,78,16
"2035",122,57,2
"2036",35,141,2
"2037",23,179,4
"2038",101,168,8
"2039",42,141,2
"2040",42,157,4
"2041",42,145,4
"2042",85,141,6
"2043",69,157,6
"2044",100,84,4
"2045",189,179,2
"2046",113,57,2
"2047",111,57,4
"2048",23,119,6
"2049",133,41,6
"2050",35,78,2
"2051",83,70,10
"2052",36,57,2
"2053",113,70,36
"2054",122,168,26
"2055",77,41,2
"2056",94,128,8
"2057",81,145,6
"2058",43,141,2
"2059",15,41,6
"2060",176,131,4
"2061",135,119,6
"2062",42,143,6
"2063",24,145,2
"2064",15,145,8
"2065",125,185,8
"2066",90,141,50
"2067",125,57,2
"2068",35,191,2
"2069",120,41,2
"2070",81,41,2
"2071",36,179,2
"2072",28,119,2
"2073",17,184,4
"2074",92,145,4
"2075",203,84,6
"2076",105,183,2
"2077",92,168,2
"2078",28,143,2
"2079",35,143,2
"2080",72,70,2
"2081",16,70,44
"2082",138,57,4
"2083",15,141,4
"2084",204,84,2
"2085",139,41,2
"2086",90,84,20
"2087",111,70,2
"2088",50,183,6
"2089",190,119,2
"2090",33,128,2
"2091",67,141,2
"2092",71,157,2
"2093",121,168,2
"2094",40,157,2
"2095",205,185,2
"2096",105,141,2
"2097",96,157,56
"2098",124,143,2
"2099",20,179,2
"2100",178,70,8
"2101",178,145,2
"2102",110,168,2
"2103",202,141,2
"2104",90,168,2
"2105",114,191,2
"2106",164,57,2
"2107",118,168,2
"2108",32,183,2
"2109",147,168,2
"2110",87,41,2
"2111",124,57,2
"2112",17,18,31622
"2113",51,50,92
"2114",51,96,64
"2115",17,36,874
"2116",51,18,310
"2117",80,28,12
"2118",17,40,414
"2119",17,21,496
"2120",17,28,2320
"2121",17,53,317
"2122",167,18,476
"2123",51,16,52
"2124",51,23,130
"2125",206,87,57
"2126",167,35,58
"2127",167,16,2
"2128",80,16,78
"2129",150,87,6
"2130",37,18,970
"2131",80,15,26
"2132",80,32,18
"2133",17,23,2506
"2134",51,116,2
"2135",51,27,10
"2136",80,18,486
"2137",17,20,1528
"2138",80,23,14
"2139",17,35,1988
"2140",17,29,1690
"2141",37,23,304
"2142",37,105,72
"2143",37,50,218
"2144",37,28,312
"2145",17,62,840
"2146",17,44,92
"2147",37,36,106
"2148",17,161,330
"2149",37,67,130
"2150",17,16,586
"2151",37,152,27
"2152",37,53,40
"2153",37,82,6
"2154",37,139,8
"2155",17,69,484
"2156",37,21,156
"2157",17,96,1008
"2158",17,175,4
"2159",17,15,2104
"2160",17,50,980
"2161",91,20,32
"2162",91,28,196
"2163",91,67,58
"2164",91,82,16
"2165",17,67,826
"2166",17,30,168
"2167",37,189,20
"2168",51,77,78
"2169",37,15,98
"2170",37,87,51
"2171",150,35,14
"2172",17,218,26
"2173",17,66,404
"2174",17,190,26
"2175",17,152,846
"2176",51,20,14
"2177",167,17,34
"2178",17,51,114
"2179",17,212,2
"2180",17,58,90
"2181",17,27,112
"2182",17,99,1072
"2183",17,48,117
"2184",17,77,36
"2185",17,85,261
"2186",17,82,586
"2187",17,32,146
"2188",17,33,58
"2189",17,105,764
"2190",17,98,116
"2191",37,16,2
"2192",91,18,192
"2193",91,23,98
"2194",91,105,38
"2195",91,36,30
"2196",91,21,122
"2197",91,63,4
"2198",91,87,9
"2199",17,146,4
"2200",51,17,56
"2201",51,105,14
"2202",51,35,86
"2203",51,36,28
"2204",51,15,54
"2205",51,66,10
"2206",51,120,18
"2207",51,28,96
"2208",17,107,662
"2209",17,120,466
"2210",17,71,18
"2211",17,135,256
"2212",17,92,70
"2213",17,195,120
"2214",17,174,20
"2215",17,173,124
"2216",17,207,164
"2217",17,139,16
"2218",17,118,198
"2219",17,239,4
"2220",37,107,66
"2221",80,29,46
"2222",17,177,124
"2223",91,17,20
"2224",37,35,124
"2225",91,190,8
"2226",91,53,18
"2227",37,96,40
"2228",37,110,10
"2229",37,30,20
"2230",80,17,6
"2231",17,117,42
"2232",17,159,68
"2233",17,24,248
"2234",17,22,32
"2235",17,64,41
"2236",17,147,48
"2237",17,106,75
"2238",37,17,40
"2239",37,29,20
"2240",37,136,2
"2241",37,24,8
"2242",37,63,6
"2243",37,27,14
"2244",37,81,30
"2245",17,87,144
"2246",17,81,146
"2247",17,76,18
"2248",150,28,38
"2249",17,63,146
"2250",37,135,14
"2251",91,40,6
"2252",37,40,14
"2253",37,20,23
"2254",37,133,2
"2255",91,104,8
"2256",37,106,9
"2257",91,32,42
"2258",37,102,4
"2259",150,18,6
"2260",51,107,12
"2261",37,169,12
"2262",37,88,8
"2263",51,82,2
"2264",17,52,8
"2265",17,178,64
"2266",17,110,46
"2267",17,86,2
"2268",17,25,34
"2269",17,55,4
"2270",17,47,10
"2271",150,32,2
"2272",167,23,14
"2273",91,50,38
"2274",17,142,2
"2275",206,50,16
"2276",206,18,16
"2277",17,101,2
"2278",80,35,62
"2279",91,47,4
"2280",91,169,6
"2281",17,153,6
"2282",17,170,4
"2283",17,46,58
"2284",17,49,18
"2285",17,176,6
"2286",17,93,14
"2287",91,135,6
"2288",91,152,15
"2289",80,33,48
"2290",37,62,36
"2291",91,16,14
"2292",17,45,6
"2293",17,196,2
"2294",17,102,10
"2295",150,115,2
"2296",150,110,4
"2297",150,142,2
"2298",150,15,4
"2299",17,5,14
"2300",17,198,42
"2301",150,27,4
"2302",17,167,8
"2303",17,19,15
"2304",17,39,20
"2305",150,37,2
"2306",167,48,6
"2307",17,134,32
"2308",80,30,32
"2309",17,111,28
"2310",51,67,20
"2311",150,40,2
"2312",167,50,2
"2313",17,164,25
"2314",51,29,24
"2315",51,39,12
"2316",150,152,33
"2317",51,81,2
"2318",17,199,2
"2319",37,54,2
"2320",17,182,80
"2321",91,81,4
"2322",37,64,4
"2323",37,69,4
"2324",37,44,4
"2325",37,109,2
"2326",37,124,4
"2327",150,127,2
"2328",206,142,2
"2329",167,107,2
"2330",167,176,4
"2331",17,38,4
"2332",17,122,8
"2333",17,124,12
"2334",150,112,4
"2335",37,190,2
"2336",37,201,6
"2337",17,129,38
"2338",17,133,2
"2339",37,195,6
"2340",17,65,26
"2341",17,125,10
"2342",17,80,8
"2343",17,31,6
"2344",17,163,2
"2345",17,154,24
"2346",51,152,3
"2347",51,62,4
"2348",51,198,3
"2349",80,82,6
"2350",17,42,14
"2351",17,136,8
"2352",37,118,4
"2353",17,100,8
"2354",17,187,4
"2355",37,66,3
"2356",17,34,4
"2357",150,30,14
"2358",80,152,3
"2359",37,111,14
"2360",37,200,1
"2361",91,120,4
"2362",51,85,6
"2363",167,79,2
"2364",17,79,2
"2365",80,62,8
"2366",150,50,6
"2367",150,96,4
"2368",51,48,3
"2369",17,194,6
"2370",37,99,14
"2371",91,76,6
"2372",91,205,8
"2373",51,173,2
"2374",91,178,8
"2375",51,21,2
"2376",80,85,3
"2377",150,66,2
"2378",150,17,2
"2379",17,217,6
"2380",17,215,2
"2381",150,88,16
"2382",37,164,1
"2383",80,65,2
"2384",80,66,14
"2385",51,47,12
"2386",17,68,40
"2387",167,105,2
"2388",167,67,2
"2389",17,112,4
"2390",51,125,4
"2391",80,107,4
"2392",167,21,2
"2393",17,201,4
"2394",206,44,8
"2395",17,60,2
"2396",17,213,2
"2397",51,99,2
"2398",37,173,6
"2399",37,147,2
"2400",17,246,2
"2401",17,114,4
"2402",37,85,9
"2403",80,81,6
"2404",17,73,12
"2405",17,209,4
"2406",37,42,6
"2407",150,29,8
"2408",150,61,10
"2409",17,169,48
"2410",17,90,2
"2411",51,69,8
"2412",167,96,4
"2413",167,190,2
"2414",91,31,2
"2415",150,36,6
"2416",17,113,8
"2417",91,176,4
"2418",91,64,1
"2419",150,23,4
"2420",51,117,4
"2421",167,46,2
"2422",17,188,2
"2423",17,109,12
"2424",37,48,3
"2425",17,202,2
"2426",37,125,2
"2427",91,133,2
"2428",150,48,3
"2429",167,15,4
"2430",51,40,2
"2431",167,198,3
"2432",18,17,21540
"2433",96,17,1082
"2434",105,17,150
"2435",71,17,134
"2436",16,17,104
"2437",22,51,118
"2438",30,51,138
"2439",23,17,1110
"2440",35,17,948
"2441",29,17,664
"2442",62,17,442
"2443",30,17,2076
"2444",121,17,60
"2445",33,17,202
"2446",30,80,118
"2447",20,17,1204
"2448",28,17,2218
"2449",36,17,2258
"2450",99,17,18
"2451",201,17,6
"2452",92,17,32
"2453",87,17,40
"2454",86,17,480
"2455",21,17,1856
"2456",43,17,442
"2457",20,51,241
"2458",50,51,728
"2459",42,17,338
"2460",67,17,732
"2461",77,51,116
"2462",72,17,110
"2463",21,51,158
"2464",43,51,52
"2465",67,51,48
"2466",50,17,358
"2467",15,17,476
"2468",32,17,374
"2469",45,17,382
"2470",69,17,220
"2471",18,51,2162
"2472",49,17,8800
"2473",77,17,1106
"2474",58,17,1715
"2475",27,17,588
"2476",52,17,434
"2477",105,51,20
"2478",44,17,16
"2479",53,17,96
"2480",182,17,10
"2481",39,51,44
"2482",28,37,136
"2483",40,17,64
"2484",23,51,220
"2485",186,17,14
"2486",60,17,36
"2487",113,17,298
"2488",59,17,326
"2489",154,17,16
"2490",103,17,8
"2491",118,17,90
"2492",171,17,14
"2493",61,17,250
"2494",18,211,32
"2495",28,51,412
"2496",36,51,322
"2497",36,37,48
"2498",20,167,164
"2499",18,167,762
"2500",28,150,9
"2501",90,17,278
"2502",47,17,1514
"2503",65,17,500
"2504",146,17,68
"2505",146,51,4
"2506",30,37,6
"2507",88,17,570
"2508",176,17,12
"2509",83,17,78
"2510",73,17,34
"2511",202,17,6
"2512",76,17,24
"2513",106,17,58
"2514",66,17,182
"2515",140,51,4
"2516",39,17,22
"2517",95,17,34
"2518",35,51,40
"2519",18,80,38
"2520",207,17,10
"2521",54,17,80
"2522",50,37,4
"2523",46,17,172
"2524",48,17,132
"2525",82,17,36
"2526",139,17,22
"2527",117,51,12
"2528",107,51,26
"2529",49,51,12
"2530",107,17,50
"2531",69,167,2
"2532",46,167,2
"2533",30,167,2
"2534",26,17,56
"2535",85,17,464
"2536",129,17,38
"2537",93,17,12
"2538",190,17,18
"2539",48,51,14
"2540",111,17,4
"2541",121,51,14
"2542",21,37,24
"2543",36,206,2
"2544",142,17,26
"2545",151,17,20
"2546",29,51,116
"2547",25,17,16
"2548",64,17,30
"2549",32,150,2
"2550",177,17,24
"2551",174,17,6
"2552",114,17,24
"2553",152,17,20
"2554",35,80,4
"2555",125,17,36
"2556",104,17,58
"2557",20,37,10
"2558",81,17,42
"2559",161,17,18
"2560",31,17,30
"2561",46,51,36
"2562",43,37,8
"2563",42,51,24
"2564",24,17,50
"2565",85,80,2
"2566",26,51,16
"2567",28,91,8
"2568",28,206,10
"2569",66,51,20
"2570",94,17,98
"2571",115,17,2
"2572",138,17,20
"2573",64,51,6
"2574",102,17,34
"2575",22,17,18
"2576",52,80,2
"2577",28,80,76
"2578",23,167,66
"2579",28,167,3
"2580",117,17,44
"2581",190,167,364
"2582",47,51,18
"2583",15,80,28
"2584",164,51,8
"2585",56,37,2
"2586",100,17,8
"2587",87,206,14
"2588",126,17,2
"2589",35,167,10
"2590",180,17,20
"2591",127,17,8
"2592",20,80,20
"2593",89,17,122
"2594",96,206,76
"2595",18,91,4
"2596",82,80,2
"2597",208,17,16
"2598",110,150,2
"2599",176,51,2
"2600",142,206,8
"2601",36,167,14
"2602",95,167,2
"2603",23,150,2
"2604",23,206,8
"2605",27,80,24
"2606",63,17,6
"2607",114,91,2
"2608",103,37,4
"2609",32,80,28
"2610",58,211,16
"2611",96,51,26
"2612",74,17,18
"2613",18,37,8
"2614",153,17,2
"2615",88,51,8
"2616",43,80,42
"2617",43,212,4
"2618",42,80,4
"2619",121,167,10
"2620",153,37,6
"2621",33,80,4
"2622",130,17,6
"2623",87,51,4
"2624",155,17,2
"2625",88,37,2
"2626",19,17,12
"2627",50,206,14
"2628",21,167,2
"2629",96,212,6
"2630",93,51,2
"2631",21,212,2
"2632",36,80,50
"2633",187,17,4
"2634",147,17,6
"2635",135,51,2
"2636",120,17,28
"2637",58,80,2
"2638",135,17,8
"2639",23,37,6
"2640",36,150,6
"2641",148,17,2
"2642",125,51,8
"2643",58,51,4
"2644",16,51,12
"2645",18,150,6
"2646",32,51,6
"2647",94,37,2
"2648",122,51,2
"2649",56,17,10
"2650",61,51,6
"2651",110,17,6
"2652",15,150,2
"2653",96,247,2
"2654",172,206,6
"2655",118,51,10
"2656",209,17,4
"2657",118,37,2
"2658",79,167,4
"2659",15,51,6
"2660",81,51,4
"2661",176,167,2
"2662",50,150,4
"2663",26,80,2
"2664",85,51,2
"2665",62,80,6
"2666",189,37,4
"2667",139,80,2
"2668",27,206,2
"2669",19,51,2
"2670",173,17,4
"2671",178,17,6
"2672",36,211,2
"2673",164,17,2
"2674",210,51,2
"2675",55,17,2
"2676",56,51,2
"2677",71,80,2
"2678",71,167,2
"2679",29,18,5736
"2680",186,18,86
"2681",29,50,414
"2682",205,233,2
"2683",29,20,723
"2684",29,107,118
"2685",29,23,1758
"2686",29,35,786
"2687",29,135,126
"2688",29,65,124
"2689",29,15,3268
"2690",29,66,1080
"2691",29,27,582
"2692",29,16,994
"2693",29,85,45
"2694",29,32,852
"2695",29,30,304
"2696",47,15,872
"2697",47,32,210
"2698",29,28,1396
"2699",29,36,1726
"2700",29,87,156
"2701",29,173,10
"2702",149,23,28
"2703",149,189,24
"2704",149,20,14
"2705",149,114,8
"2706",149,18,122
"2707",47,23,12214
"2708",47,18,12168
"2709",47,28,1676
"2710",47,20,1636
"2711",47,35,350
"2712",29,110,230
"2713",29,152,123
"2714",186,99,8
"2715",47,36,204
"2716",47,67,146
"2717",47,30,114
"2718",47,29,936
"2719",47,125,4
"2720",47,50,118
"2721",47,120,2
"2722",47,24,42
"2723",47,62,156
"2724",47,66,153
"2725",47,48,165
"2726",47,53,76
"2727",47,110,32
"2728",47,69,472
"2729",211,18,82
"2730",47,93,152
"2731",29,40,576
"2732",29,105,252
"2733",29,62,90
"2734",29,99,68
"2735",29,53,88
"2736",29,67,76
"2737",29,96,988
"2738",29,98,142
"2739",29,63,158
"2740",29,130,8
"2741",29,46,20
"2742",29,117,4
"2743",29,58,56
"2744",29,154,194
"2745",29,81,294
"2746",29,21,332
"2747",29,112,2
"2748",29,147,4
"2749",205,18,30
"2750",149,16,2
"2751",149,28,46
"2752",149,44,2
"2753",149,36,12
"2754",149,15,26
"2755",29,92,52
"2756",47,49,810
"2757",47,46,70
"2758",29,33,388
"2759",47,82,96
"2760",29,218,20
"2761",29,233,21
"2762",47,121,2
"2763",47,198,18
"2764",149,32,4
"2765",149,40,10
"2766",149,107,2
"2767",149,50,2
"2768",149,67,2
"2769",149,96,4
"2770",149,87,3
"2771",149,21,30
"2772",29,120,18
"2773",47,33,16
"2774",29,47,8
"2775",29,182,6
"2776",29,44,12
"2777",186,23,12
"2778",186,15,2
"2779",186,96,12
"2780",211,16,2
"2781",186,16,642
"2782",29,118,200
"2783",29,114,10
"2784",47,174,34
"2785",47,87,6
"2786",47,81,90
"2787",29,136,170
"2788",29,111,244
"2789",29,31,30
"2790",29,106,75
"2791",29,176,2
"2792",29,169,48
"2793",29,155,69
"2794",47,77,96
"2795",47,190,42
"2796",47,58,82
"2797",149,62,16
"2798",149,30,20
"2799",149,135,4
"2800",29,213,8
"2801",29,55,10
"2802",29,73,20
"2803",29,178,76
"2804",47,40,72
"2805",47,133,14
"2806",47,111,32
"2807",47,63,54
"2808",47,164,21
"2809",47,118,40
"2810",29,24,28
"2811",212,18,14
"2812",29,133,34
"2813",29,164,127
"2814",29,127,40
"2815",29,76,48
"2816",149,99,4
"2817",47,117,148
"2818",47,114,188
"2819",29,203,4
"2820",29,161,2
"2821",149,29,32
"2822",149,92,4
"2823",149,81,24
"2824",29,69,2
"2825",149,65,8
"2826",29,82,54
"2827",149,35,8
"2828",29,45,20
"2829",205,15,2
"2830",47,112,34
"2831",47,27,14
"2832",47,44,2
"2833",29,102,66
"2834",29,198,6
"2835",149,133,2
"2836",149,66,9
"2837",47,21,214
"2838",47,134,82
"2839",47,99,256
"2840",149,105,2
"2841",149,109,2
"2842",29,115,38
"2843",29,64,14
"2844",47,182,4
"2845",47,159,2
"2846",47,88,26
"2847",47,96,14
"2848",29,174,10
"2849",47,195,14
"2850",29,194,12
"2851",29,25,6
"2852",29,195,30
"2853",149,85,6
"2854",149,124,2
"2855",149,102,2
"2856",149,118,4
"2857",29,121,2
"2858",205,29,2
"2859",29,52,2
"2860",205,36,2
"2861",29,170,40
"2862",47,218,12
"2863",205,66,1
"2864",47,178,2
"2865",47,147,2
"2866",29,202,18
"2867",205,23,8
"2868",29,43,6
"2869",29,42,2
"2870",149,27,8
"2871",205,88,2
"2872",29,93,12
"2873",149,53,1
"2874",149,142,2
"2875",29,5,32
"2876",47,5,2
"2877",47,217,6
"2878",29,163,14
"2879",205,28,6
"2880",29,125,16
