"","Source","Target","edgelist2$f_tot"
"4274",44,133,6
"4275",135,133,4
"4276",58,49,1
"4277",50,139,2
"4278",170,182,2
"4279",171,208,2
"4280",52,16,798
"4281",140,87,3
"4282",52,18,3014
"4283",120,53,82
"4284",120,118,6
"4285",52,23,464
"4286",52,35,780
"4287",140,35,78
"4288",52,92,8
"4289",52,65,4
"4290",52,126,8
"4291",52,15,1066
"4292",52,214,4
"4293",52,26,24
"4294",52,89,8
"4295",52,113,10
"4296",52,59,12
"4297",52,158,8
"4298",52,40,270
"4299",52,28,372
"4300",52,62,418
"4301",52,66,422
"4302",52,152,21
"4303",52,32,620
"4304",120,18,280
"4305",222,140,4
"4306",140,28,4
"4307",140,96,2
"4308",140,18,42
"4309",120,15,60
"4310",120,20,59
"4311",120,99,54
"4312",120,177,2
"4313",120,21,8
"4314",52,24,2
"4315",52,96,208
"4316",52,36,110
"4317",52,73,2
"4318",52,21,62
"4319",52,81,4
"4320",52,135,2
"4321",120,93,48
"4322",52,20,325
"4323",120,81,12
"4324",140,67,10
"4325",140,16,2
"4326",120,16,2
"4327",52,44,8
"4328",52,190,4
"4329",52,60,4
"4330",120,62,22
"4331",52,118,68
"4332",52,173,2
"4333",52,30,2
"4334",120,66,6
"4335",140,111,4
"4336",222,82,10
"4337",140,15,2
"4338",52,25,4
"4339",52,237,4
"4340",52,50,114
"4341",222,99,6
"4342",140,20,2
"4343",140,23,10
"4344",140,44,6
"4345",52,67,72
"4346",222,177,2
"4347",52,76,2
"4348",52,248,3
"4349",52,99,164
"4350",120,65,2
"4351",140,50,2
"4352",120,71,2
"4353",120,40,10
"4354",52,159,2
"4355",52,127,2
"4356",120,32,8
"4357",52,45,134
"4358",52,27,200
"4359",52,69,68
"4360",52,117,2
"4361",120,63,2
"4362",52,116,2
"4363",52,58,2
"4364",52,236,2
"4365",52,108,2
"4366",52,53,66
"4367",52,68,64
"4368",140,36,2
"4369",52,241,2
"4370",120,174,2
"4371",120,110,4
"4372",52,200,2
"4373",120,199,2
"4374",222,68,2
"4375",120,161,2
"4376",99,120,24
"4377",30,120,282
"4378",42,120,192
"4379",86,120,32
"4380",21,120,438
"4381",43,120,102
"4382",53,120,94
"4383",20,120,364
"4384",79,120,4
"4385",58,120,195
"4386",32,120,4
"4387",71,120,72
"4388",71,222,60
"4389",75,120,4
"4390",73,120,4
"4391",18,120,260
"4392",15,120,46
"4393",15,140,2
"4394",26,52,26
"4395",18,52,54
"4396",81,120,6
"4397",27,120,20
"4398",36,222,6
"4399",113,52,2
"4400",59,52,6
"4401",177,222,6
"4402",89,52,14
"4403",23,140,2
"4404",72,120,54
"4405",85,120,8
"4406",58,52,8
"4407",16,52,60
"4408",62,120,8
"4409",18,222,2
"4410",61,120,8
"4411",117,52,2
"4412",26,120,14
"4413",118,120,8
"4414",20,52,6
"4415",147,120,6
"4416",40,120,2
"4417",69,120,52
"4418",132,120,2
"4419",99,222,12
"4420",35,52,6
"4421",130,120,2
"4422",28,120,2
"4423",109,120,4
"4424",77,120,14
"4425",65,120,2
"4426",177,120,4
"4427",16,120,2
"4428",23,52,2
"4429",45,120,2
"4430",28,52,16
"4431",67,120,6
"4432",30,52,78
"4433",65,52,4
"4434",142,120,2
"4435",225,120,2
"4436",59,120,6
"4437",162,120,2
"4438",89,120,4
"4439",142,140,2
"4440",92,120,2
"4441",40,52,4
"4442",110,120,2
"4443",74,120,6
"4444",126,120,2
"4445",50,140,2
"4446",201,40,2
"4447",226,40,10
"4448",201,18,8
"4449",201,24,2
"4450",201,23,2
"4451",201,135,2
"4452",201,28,6
"4453",201,15,2
"4454",201,36,2
"4455",227,67,2
"4456",227,62,2
"4457",96,201,74
"4458",30,201,10
"4459",40,201,28
"4460",21,201,8
"4461",135,201,12
"4462",42,201,8
"4463",20,201,32
"4464",23,201,18
"4465",28,201,23
"4466",173,201,12
"4467",36,226,12
"4468",36,201,132
"4469",77,227,200
"4470",53,201,18
"4471",85,201,2
"4472",82,201,2
"4473",67,201,2
"4474",101,201,2
"4475",36,227,114
"4476",122,201,2
"4477",50,201,4
"4478",32,201,2
"4479",94,227,8
"4480",40,226,50
"4481",20,226,37
"4482",89,201,6
"4483",67,227,2
"4484",18,201,4
"4485",26,227,2
"4486",43,226,16
"4487",163,18,272
"4488",163,16,80
"4489",163,28,74
"4490",175,18,6
"4491",163,135,4
"4492",175,83,2
"4493",163,15,12
"4494",163,23,20
"4495",163,36,40
"4496",163,35,8
"4497",163,174,4
"4498",163,62,4
"4499",163,32,6
"4500",163,96,4
"4501",23,163,64
"4502",18,163,48
"4503",25,163,20
"4504",20,163,6
"4505",30,175,178
"4506",36,175,2
"4507",83,175,24
"4508",16,163,170
"4509",20,249,21
"4510",26,175,4
"4511",18,175,8
"4512",129,175,2
"4513",28,163,54
"4514",36,163,14
"4515",20,175,17
"4516",18,249,18
"4517",21,163,6
"4518",25,175,4
"4519",32,163,22
"4520",96,175,178
"4521",36,249,8
"4522",15,163,2
"4523",30,163,2
"4524",59,163,8
"4525",23,249,2
"4526",18,28,4916
"4527",20,28,6470
"4528",106,28,6
"4529",21,28,2414
"4530",30,28,6620
"4531",174,28,490
"4532",79,28,100
"4533",189,28,198
"4534",88,28,2866
"4535",15,28,1396
"4536",197,28,186
"4537",67,28,1102
"4538",62,28,468
"4539",31,28,564
"4540",142,28,346
"4541",118,28,284
"4542",32,28,1180
"4543",33,28,234
"4544",99,28,52
"4545",63,28,70
"4546",54,28,290
"4547",86,28,704
"4548",43,28,476
"4549",42,28,408
"4550",72,28,178
"4551",102,28,354
"4552",27,28,1824
"4553",77,28,604
"4554",69,28,890
"4555",53,28,360
"4556",103,28,40
"4557",178,28,4
"4558",112,28,52
"4559",39,28,68
"4560",76,28,38
"4561",40,28,572
"4562",58,28,2489
"4563",60,28,30
"4564",25,28,470
"4565",97,28,74
"4566",113,28,214
"4567",127,28,4
"4568",66,28,762
"4569",81,28,364
"4570",48,28,102
"4571",71,28,94
"4572",117,28,68
"4573",85,28,660
"4574",94,28,270
"4575",104,28,128
"4576",123,28,12
"4577",26,28,186
"4578",59,28,162
"4579",92,28,182
"4580",147,28,18
"4581",87,28,6
"4582",83,28,20
"4583",89,28,68
"4584",129,28,8
"4585",171,28,26
"4586",209,28,16
"4587",169,28,120
"4588",213,28,4
"4589",190,28,30
"4590",65,28,690
"4591",45,28,82
"4592",202,28,20
"4593",165,28,96
"4594",162,28,84
"4595",188,28,28
"4596",164,28,42
"4597",161,28,94
"4598",23,28,10
"4599",82,28,4
"4600",73,28,22
"4601",95,28,24
"4602",124,28,34
"4603",130,28,2
"4604",19,28,30
"4605",61,28,46
"4606",101,28,28
"4607",64,28,8
"4608",110,28,42
"4609",111,28,38
"4610",16,28,114
"4611",203,28,10
"4612",146,28,34
"4613",74,28,26
"4614",223,28,2
"4615",225,28,4
"4616",90,28,14
"4617",93,28,6
"4618",50,28,10
"4619",35,28,4
"4620",114,28,10
"4621",153,28,50
"4622",96,28,12
"4623",160,28,6
"4624",55,28,14
"4625",177,28,4
"4626",36,28,18
"4627",109,28,2
"4628",220,28,2
"4629",156,28,2
"4630",122,28,18
"4631",155,28,22
"4632",172,28,2
"4633",100,28,16
"4634",166,28,2
"4635",137,28,2
"4636",38,28,2
"4637",28,16,550
"4638",28,18,12078
"4639",28,66,1541
"4640",28,20,9565
"4641",28,40,2973
"4642",28,88,875
"4643",28,169,1105
"4644",28,174,1904
"4645",28,69,1757
"4646",28,85,499
"4647",28,32,2427
"4648",28,15,5151
"4649",28,118,1335
"4650",28,58,919
"4651",28,53,1804
"4652",28,130,155
"4653",28,23,59
"4654",28,62,1347
"4655",28,67,1269
"4656",28,164,707
"4657",28,30,1356
"4658",28,99,595
"4659",28,38,4
"4660",28,25,25
"4661",28,73,25
"4662",28,64,78
"4663",28,21,1093
"4664",28,31,811
"4665",28,114,70
"4666",28,27,1071
"4667",28,94,30
"4668",28,92,904
"4669",28,35,210
"4670",28,189,294
"4671",28,65,690
"4672",28,154,245
"4673",28,111,1029
"4674",28,63,1153
"4675",28,45,15
"4676",28,115,22
"4677",28,110,1226
"4678",28,39,121
"4679",28,156,5
"4680",28,155,464
"4681",28,190,29
"4682",28,161,592
"4683",28,96,139
"4684",28,187,47
"4685",28,142,279
"4686",28,102,716
"4687",28,5,312
"4688",28,61,35
"4689",28,103,32
"4690",28,76,127
"4691",28,36,142
"4692",28,112,904
"4693",28,171,46
"4694",28,48,480
"4695",28,106,193
"4696",28,82,15
"4697",28,81,1799
"4698",28,202,191
"4699",28,93,170
"4700",28,33,571
"4701",28,26,3
"4702",28,117,57
"4703",28,170,166
"4704",28,24,18
"4705",28,214,6
"4706",28,77,121
"4707",28,34,55
"4708",28,195,26
"4709",28,109,182
"4710",28,207,17
"4711",28,79,81
"4712",28,196,2
"4713",28,22,4
"4714",28,50,35
"4715",28,159,29
"4716",28,177,44
"4717",28,42,15
"4718",28,97,24
"4719",28,160,3
"4720",28,104,13
"4721",28,19,19
"4722",28,153,42
"4723",28,200,17
"4724",28,147,36
"4725",28,233,6
"4726",28,176,12
"4727",28,124,68
"4728",28,188,47
"4729",28,108,6
"4730",28,135,13
"4731",28,59,8
"4732",28,43,10
"4733",28,54,11
"4734",28,87,74
"4735",28,134,212
"4736",28,215,38
"4737",28,126,71
"4738",28,122,39
"4739",28,75,9
"4740",28,86,7
"4741",28,74,34
"4742",28,95,10
"4743",28,216,52
"4744",28,101,2
"4745",28,223,4
"4746",28,166,6
"4747",28,83,4
"4748",28,127,4
"4749",28,152,21
"4750",28,209,2
"4751",28,173,6
"4752",28,217,34
"4753",28,132,52
"4754",28,229,2
"4755",28,129,4
"4756",28,123,6
"4757",28,137,12
"4758",28,243,122
"4759",28,100,4
"4760",28,213,6
"4761",28,228,4
"4762",28,68,2
"4763",28,220,4
"4764",28,225,4
"4765",28,146,2
"4766",28,44,2
"4767",23,20,30678
"4768",23,92,560
"4769",23,25,100
"4770",23,15,4460
"4771",23,118,476
"4772",23,18,8146
"4773",23,58,212
"4774",23,16,334
"4775",23,40,1778
"4776",23,81,1074
"4777",189,35,84
"4778",189,18,148
"4779",23,53,937
"4780",23,69,772
"4781",61,18,1120
"4782",170,5,16
"4783",23,62,678
"4784",23,99,768
"4785",189,36,18
"4786",23,154,156
"4787",23,66,1407
"4788",189,66,5
"4789",23,174,384
"4790",23,67,328
"4791",23,21,770
"4792",228,50,52
"4793",23,111,268
"4794",23,164,235
"4795",23,34,76
"4796",23,169,112
"4797",23,110,362
"4798",23,42,92
"4799",189,135,2
"4800",23,64,31
"4801",23,177,162
"4802",61,114,2
"4803",189,21,4
"4804",23,76,168
"4805",23,88,6
"4806",61,15,534
"4807",23,27,376
"4808",23,32,600
"4809",23,30,1172
"4810",23,63,290
"4811",23,188,2
"4812",23,114,44
"4813",23,39,162
"4814",61,40,264
"4815",61,50,222
"4816",61,62,290
"4817",61,58,176
"4818",61,69,192
"4819",23,5,107
"4820",23,35,28
"4821",23,170,74
"4822",23,116,8
"4823",23,65,336
"4824",23,112,212
"4825",23,200,37
"4826",23,122,60
"4827",23,109,30
"4828",23,155,216
"4829",23,48,255
"4830",23,106,138
"4831",23,152,15
"4832",23,130,72
"4833",23,93,74
"4834",170,18,76
"4835",170,96,34
"4836",170,81,30
"4837",23,19,132
"4838",61,23,250
"4839",61,35,354
"4840",61,135,68
"4841",61,96,134
"4842",61,152,123
"4843",23,45,80
"4844",170,118,36
"4845",61,27,48
"4846",23,61,50
"4847",23,102,110
"4848",23,147,76
"4849",23,115,18
"4850",23,172,2
"4851",225,135,2
"4852",23,117,70
"4853",23,146,42
"4854",61,36,98
"4855",23,33,142
"4856",23,129,10
"4857",189,40,2
"4858",189,114,2
"4859",189,63,10
"4860",189,229,2
"4861",189,94,4
"4862",61,21,106
"4863",61,20,34
"4864",61,154,42
"4865",61,67,136
"4866",61,54,18
"4867",61,82,10
"4868",61,142,4
"4869",23,213,18
"4870",170,53,31
"4871",23,126,26
"4872",23,74,34
"4873",23,77,147
"4874",23,124,144
"4875",23,202,50
"4876",170,20,14
"4877",225,35,16
"4878",189,23,48
"4879",61,81,2
"4880",61,118,34
"4881",23,198,3
"4882",23,85,351
"4883",23,79,26
"4884",225,18,24
"4885",189,15,2
"4886",61,171,14
"4887",23,161,116
"4888",170,35,54
"4889",23,132,74
"4890",23,73,56
"4891",23,31,54
"4892",61,66,61
"4893",23,68,10
"4894",225,96,2
"4895",61,99,8
"4896",61,30,100
"4897",23,97,32
"4898",61,92,2
"4899",225,23,2
"4900",23,203,6
"4901",170,110,2
"4902",23,199,22
"4903",23,190,12
"4904",61,124,12
"4905",23,189,6
"4906",61,63,6
"4907",189,169,6
"4908",61,173,12
"4909",61,32,2
"4910",23,156,20
"4911",170,50,16
"4912",61,169,2
"4913",170,164,1
"4914",23,134,64
"4915",23,176,28
"4916",23,246,2
"4917",23,142,12
"4918",61,104,4
"4919",61,53,26
"4920",23,75,6
"4921",61,44,10
"4922",228,18,8
"4923",170,152,30
"4924",225,169,2
"4925",189,104,2
"4926",23,38,4
"4927",170,23,18
"4928",61,129,2
"4929",23,244,2
"4930",23,36,8
"4931",170,66,67
"4932",23,230,26
"4933",189,96,4
"4934",170,40,24
"4935",23,71,8
"4936",23,217,30
"4937",23,55,8
"4938",61,207,4
"4939",61,94,16
"4940",61,220,1
"4941",23,216,42
"4942",189,142,2
"4943",23,72,4
"4944",61,86,2
"4945",23,207,2
"4946",225,115,2
"4947",23,187,2
"4948",61,45,2
"4949",61,83,4
"4950",170,64,1
"4951",23,96,10
"4952",189,53,7
"4953",23,233,2
"4954",23,43,4
"4955",23,194,8
"4956",23,178,2
"4957",61,115,2
"4958",61,39,2
"4959",189,102,14
"4960",170,202,2
"4961",23,22,2
"4962",61,155,51
"4963",61,106,3
"4964",61,48,3
"4965",170,111,2
"4966",23,83,4
"4967",23,232,2
"4968",170,200,5
"4969",23,86,4
"4970",189,88,2
"4971",228,35,8
"4972",23,137,4
"4973",170,32,2
"4974",61,87,3
"4975",23,82,2
"4976",118,170,50
"4977",32,170,4
"4978",20,189,16
"4979",20,170,205
"4980",21,189,124
"4981",96,189,18
"4982",36,170,340
"4983",72,225,2
"4984",86,170,34
"4985",30,189,44
"4986",88,189,4
"4987",229,189,4
"4988",111,170,10
"4989",36,189,34
"4990",112,170,16
"4991",109,225,18
"4992",20,225,2
"4993",43,170,2
"4994",15,170,14
"4995",18,170,14
"4996",71,170,14
"4997",66,170,2
"4998",53,170,30
"4999",96,170,344
"5000",90,170,2
"5001",159,170,12
"5002",35,225,18
"5003",30,170,10
"5004",21,170,16
"5005",104,225,2
"5006",35,189,12
"5007",178,170,8
"5008",104,189,2
"5009",58,170,38
"5010",77,170,8
"5011",18,189,10
"5012",42,189,2
"5013",83,170,6
"5014",135,170,4
"5015",40,170,36
"5016",21,225,8
"5017",127,170,2
"5018",81,170,10
"5019",32,189,2
"5020",36,225,16
"5021",33,170,6
"5022",39,170,2
"5023",152,170,8
"5024",76,170,22
"5025",94,170,28
"5026",122,170,2
"5027",35,170,12
"5028",142,189,4
"5029",172,225,2
"5030",147,170,2
"5031",71,23,166
"5032",71,177,100
"5033",209,79,50
"5034",117,18,908
"5035",203,18,48
"5036",194,18,100
"5037",24,18,438
"5038",117,67,92
"5039",103,152,33
"5040",172,67,2
"5041",103,18,42
"5042",24,20,150
"5043",209,35,256
"5044",71,18,198
"5045",90,18,1942
"5046",103,50,84
"5047",103,23,152
"5048",103,35,116
"5049",103,87,225
"5050",103,96,94
"5051",103,15,92
"5052",103,67,82
"5053",24,81,126
"5054",90,40,110
"5055",90,23,218
"5056",90,50,74
"5057",90,24,30
"5058",90,15,358
"5059",90,67,224
"5060",90,96,258
"5061",90,48,90
"5062",90,53,137
"5063",90,118,126
"5064",117,176,98
"5065",71,20,82
"5066",71,35,78
"5067",71,36,66
"5068",71,96,84
"5069",71,99,170
"5070",71,85,21
"5071",71,53,23
"5072",71,82,124
"5073",90,35,236
"5074",90,36,40
"5075",90,27,244
"5076",90,152,18
"5077",117,23,110
"5078",117,50,62
"5079",117,35,44
"5080",117,62,32
"5081",117,135,12
"5082",117,36,62
"5083",117,15,88
"5084",117,198,36
"5085",117,32,44
"5086",117,69,50
"5087",117,96,88
"5088",117,30,32
"5089",103,62,66
"5090",90,21,530
"5091",90,30,348
"5092",90,154,48
"5093",24,15,48
"5094",24,40,176
"5095",103,27,48
"5096",24,53,25
"5097",24,62,28
"5098",103,32,142
"5099",71,50,62
"5100",71,24,12
"5101",71,44,24
"5102",71,92,12
"5103",71,65,4
"5104",71,15,68
"5105",71,178,16
"5106",71,22,2
"5107",71,67,16
"5108",71,16,10
"5109",71,152,66
"5110",71,30,24
"5111",71,81,8
"5112",71,118,10
"5113",103,20,64
"5114",103,106,72
"5115",103,81,144
"5116",103,21,92
"5117",103,43,8
"5118",90,135,18
"5119",90,111,64
"5120",90,106,273
"5121",90,87,51
"5122",90,32,304
"5123",90,85,414
"5124",103,40,26
"5125",103,135,32
"5126",103,164,5
"5127",103,53,4
"5128",103,110,2
"5129",90,76,4
"5130",24,152,6
"5131",71,159,8
"5132",71,42,4
"5133",71,64,3
"5134",103,36,44
"5135",71,27,8
"5136",71,68,6
"5137",203,196,2
"5138",90,129,4
"5139",90,69,90
"5140",117,20,154
"5141",117,66,11
"5142",117,21,16
"5143",117,16,18
"5144",71,171,4
"5145",71,69,14
"5146",90,62,234
"5147",103,124,50
"5148",194,23,2
"5149",71,195,2
"5150",24,164,5
"5151",103,30,50
"5152",103,118,12
"5153",90,66,34
"5154",90,81,314
"5155",117,58,4
"5156",172,50,2
"5157",172,137,6
"5158",172,87,78
"5159",209,228,2
"5160",172,142,4
"5161",24,66,19
"5162",90,58,108
"5163",117,27,2
"5164",103,142,2
"5165",117,64,3
"5166",117,169,2
"5167",117,177,2
"5168",117,152,39
"5169",71,124,4
"5170",71,97,2
"5171",103,86,4
"5172",90,63,156
"5173",90,110,6
"5174",103,207,2
"5175",71,174,4
"5176",24,111,8
"5177",24,122,38
"5178",24,118,16
"5179",71,21,6
"5180",117,87,3
"5181",117,146,10
"5182",117,187,2
"5183",90,124,52
"5184",172,36,2
"5185",194,129,8
"5186",103,66,5
"5187",24,16,4
"5188",71,155,3
"5189",71,19,3
"5190",71,173,2
"5191",117,40,8
"5192",117,164,1
"5193",24,99,8
"5194",71,62,8
"5195",71,87,9
"5196",90,134,14
"5197",24,32,8
"5198",194,152,6
"5199",24,124,6
"5200",90,202,48
"5201",172,33,2
"5202",90,83,2
"5203",103,54,2
"5204",24,110,8
"5205",90,44,2
"5206",71,32,14
"5207",90,190,36
"5208",90,164,11
"5209",172,18,2
"5210",71,40,6
"5211",71,223,2
"5212",24,92,2
"5213",24,27,4
"5214",90,54,2
"5215",71,58,8
"5216",24,177,2
"5217",117,188,4
"5218",90,155,48
"5219",103,155,33
"5220",24,85,3
"5221",103,202,2
"5222",71,66,2
"5223",71,207,6
"5224",71,33,2
"5225",172,23,12
"5226",209,18,2
"5227",24,31,2
"5228",90,55,20
"5229",209,44,4
"5230",71,63,2
"5231",71,34,2
"5232",116,23,18
"5233",24,174,2
"5234",103,171,2
"5235",24,5,1
"5236",71,111,2
"5237",71,164,1
"5238",92,23,172
"5239",18,23,8276
"5240",20,23,12428
"5241",177,23,36
"5242",88,23,2100
"5243",106,23,52
"5244",40,23,522
"5245",85,23,3316
"5246",30,23,7542
"5247",18,228,8
"5248",15,23,1334
"5249",31,23,112
"5250",99,23,186
"5251",155,23,6
"5252",53,23,474
"5253",32,23,1054
"5254",58,23,2431
"5255",213,23,54
"5256",174,23,56
"5257",86,23,976
"5258",39,23,82
"5259",21,23,5210
"5260",42,23,1670
"5261",27,23,4586
"5262",101,23,216
"5263",43,23,782
"5264",114,23,130
"5265",93,23,2082
"5266",69,23,2856
"5267",79,23,34
"5268",16,23,110
"5269",171,61,14
"5270",169,23,82
"5271",76,23,80
"5272",112,23,96
"5273",64,23,74
"5274",81,23,520
"5275",97,23,84
"5276",113,23,202
"5277",60,23,34
"5278",127,23,52
"5279",110,23,368
"5280",62,23,312
"5281",63,23,30
"5282",164,23,164
"5283",102,23,12
"5284",20,61,35
"5285",21,61,154
"5286",20,228,78
"5287",36,61,134
"5288",48,23,796
"5289",67,23,2500
"5290",65,23,2354
"5291",77,23,3120
"5292",176,23,34
"5293",146,23,58
"5294",83,23,246
"5295",94,23,240
"5296",202,23,64
"5297",72,23,254
"5298",73,23,46
"5299",66,23,352
"5300",45,23,90
"5301",118,23,156
"5302",54,23,322
"5303",123,23,76
"5304",59,23,96
"5305",33,23,276
"5306",147,23,10
"5307",30,61,246
"5308",190,23,326
"5309",27,61,30
"5310",26,23,122
"5311",89,23,74
"5312",104,23,20
"5313",129,23,2
"5314",142,23,134
"5315",154,23,6
"5316",166,23,22
"5317",130,23,18
"5318",134,23,2
"5319",187,23,10
"5320",162,23,106
"5321",25,23,4
"5322",165,23,142
"5323",132,23,8
"5324",122,23,46
"5325",104,61,80
"5326",124,23,84
"5327",18,61,18
"5328",50,61,14
"5329",36,228,2
"5330",151,23,6
"5331",54,61,2
"5332",160,23,20
"5333",50,228,26
"5334",74,23,28
"5335",96,61,170
"5336",94,61,158
"5337",35,61,2
"5338",214,23,140
"5339",34,23,4
"5340",111,23,8
"5341",220,23,20
"5342",169,61,2
"5343",96,228,94
"5344",58,61,15
"5345",197,23,14
"5346",42,61,4
"5347",75,23,14
"5348",115,23,6
"5349",19,23,56
"5350",35,23,32
"5351",230,23,6
"5352",100,23,8
"5353",161,23,18
"5354",152,23,2
"5355",190,61,8
"5356",231,23,4
"5357",75,61,26
"5358",217,23,2
"5359",55,23,18
"5360",101,61,2
"5361",153,23,4
"5362",72,61,4
"5363",96,23,6
"5364",200,23,12
"5365",95,23,4
"5366",35,228,6
"5367",188,23,4
"5368",86,61,2
"5369",30,24,258
"5370",30,203,700
"5371",20,24,576
"5372",86,24,10
"5373",18,24,434
"5374",30,116,240
"5375",73,24,18
"5376",25,203,14
"5377",58,24,588
"5378",20,194,24
"5379",20,203,89
"5380",18,203,110
"5381",20,116,390
"5382",67,24,20
"5383",81,24,78
"5384",32,24,88
"5385",18,194,74
"5386",77,24,12
"5387",21,24,226
"5388",43,24,18
"5389",15,24,34
"5390",59,24,2
"5391",42,24,22
"5392",53,24,20
"5393",147,24,10
"5394",40,24,100
"5395",85,203,76
"5396",27,24,50
"5397",30,194,150
"5398",85,24,40
"5399",129,194,14
"5400",36,203,4
"5401",50,203,6
"5402",87,203,2
"5403",190,203,20
"5404",95,203,22
"5405",33,24,10
"5406",142,24,34
"5407",134,203,2
"5408",67,203,2
"5409",50,116,20
"5410",36,116,126
"5411",127,24,4
"5412",18,71,34
"5413",62,24,38
"5414",69,203,6
"5415",48,203,180
"5416",76,24,2
"5417",96,203,700
"5418",118,24,2
"5419",21,194,2
"5420",162,116,64
"5421",66,24,4
"5422",92,24,14
"5423",66,116,16
"5424",96,71,16
"5425",31,24,4
"5426",190,194,10
"5427",94,116,2
"5428",164,24,8
"5429",85,116,76
"5430",177,24,2
"5431",21,71,2
"5432",130,24,2
"5433",58,116,1
"5434",190,24,2
"5435",124,24,4
"5436",99,71,10
"5437",16,24,6
"5438",32,116,62
"5439",40,71,4
"5440",96,116,2
"5441",45,24,2
"5442",21,116,2
"5443",95,194,2
"5444",39,24,2
"5445",111,203,2
"5446",177,71,2
"5447",62,116,2
"5448",122,24,22
"5449",83,203,2
"5450",35,116,2
"5451",89,24,16
"5452",217,24,2
"5453",67,117,310
"5454",35,117,2
"5455",35,209,280
"5456",21,103,214
"5457",18,117,1898
"5458",20,117,122
"5459",36,117,46
"5460",30,90,128
"5461",176,117,12
"5462",146,117,16
"5463",30,117,198
"5464",30,103,46
"5465",166,103,2
"5466",77,117,2
"5467",48,90,6
"5468",154,90,4
"5469",21,117,14
"5470",18,209,4
"5471",83,90,2
"5472",20,209,4
"5473",96,209,12
"5474",64,209,2
"5475",96,117,42
"5476",100,90,2
"5477",18,90,20
"5478",96,90,30
"5479",21,90,6
"5480",48,117,16
"5481",43,117,2
"5482",15,209,14
"5483",94,117,2
"5484",50,117,10
"5485",15,117,2
"5486",69,117,48
"5487",40,90,2
"5488",127,103,8
"5489",50,103,6
"5490",94,103,4
"5491",129,90,2
"5492",18,172,2
"5493",36,90,4
"5494",20,103,6
"5495",79,209,10
"5496",89,117,16
"5497",81,90,8
"5498",202,90,8
"5499",20,90,2
"5500",65,117,2
"5501",176,18,470
"5502",176,15,12
"5503",176,146,34
"5504",135,53,20
"5505",230,32,2
"5506",135,64,11
"5507",135,40,34
"5508",135,20,4230
"5509",135,69,6
"5510",135,33,20
"5511",135,76,6
"5512",135,18,124
"5513",188,18,400
"5514",176,66,4
"5515",176,50,40
"5516",176,35,14
"5517",176,36,6
"5518",176,67,8
"5519",135,27,20
"5520",176,69,6
"5521",176,83,4
"5522",135,92,46
"5523",176,63,2
"5524",176,96,58
"5525",176,198,3
"5526",135,15,56
"5527",188,152,9
"5528",135,21,20
"5529",176,48,27
"5530",135,124,112
"5531",135,154,2
"5532",135,118,24
"5533",176,53,2
"5534",176,166,2
"5535",135,81,24
"5536",135,102,2
"5537",176,169,6
"5538",135,130,6
"5539",176,134,4
"5540",188,15,8
"5541",135,58,18
"5542",135,200,3
"5543",135,67,10
"5544",176,87,9
"5545",176,16,2
"5546",135,35,4
"5547",135,164,4
"5548",135,79,2
"5549",135,122,14
"5550",135,62,24
"5551",135,174,8
"5552",135,217,4
"5553",135,112,2
"5554",135,93,2
"5555",135,155,15
"5556",176,81,2
"5557",188,65,2
"5558",135,66,3
"5559",135,161,2
"5560",135,32,8
"5561",230,18,2
"5562",135,30,4
"5563",135,111,26
"5564",135,216,2
"5565",30,135,688
"5566",18,135,506
"5567",33,135,16
"5568",32,230,2
"5569",20,135,3765
"5570",15,135,44
"5571",109,135,20
"5572",40,135,8
"5573",42,135,210
"5574",118,135,26
"5575",58,135,403
"5576",18,176,184
"5577",20,188,60
"5578",18,188,100
"5579",83,135,50
"5580",21,135,476
"5581",72,135,110
"5582",73,135,14
"5583",53,135,56
"5584",76,135,12
"5585",64,135,40
"5586",92,135,24
"5587",86,135,306
"5588",43,135,140
"5589",130,135,4
"5590",89,135,26
"5591",146,176,46
"5592",69,135,164
"5593",30,176,20
"5594",30,188,180
"5595",65,135,6
"5596",77,135,678
"5597",36,176,18
"5598",27,135,410
"5599",127,135,4
"5600",45,135,12
"5601",134,135,2
"5602",32,135,10
"5603",16,135,10
"5604",174,135,4
"5605",18,230,12
"5606",81,135,24
"5607",124,135,74
"5608",20,176,59
"5609",83,176,2
"5610",67,135,16
"5611",88,230,66
"5612",26,135,2
"5613",207,135,2
"5614",67,176,110
"5615",50,188,6
"5616",30,230,26
"5617",38,135,4
"5618",102,135,4
"5619",54,135,46
"5620",48,176,12
"5621",77,176,6
"5622",27,176,4
"5623",77,188,8
"5624",151,188,4
"5625",66,135,12
"5626",36,230,10
"5627",74,135,26
"5628",97,135,4
"5629",69,176,2
"5630",31,135,2
"5631",15,176,2
"5632",50,176,6
"5633",154,135,6
"5634",166,230,2
"5635",122,135,12
"5636",43,176,4
"5637",20,230,12
"5638",106,135,2
"5639",190,135,12
"5640",187,135,2
"5641",48,188,2
"5642",83,188,2
"5643",21,188,2
"5644",88,135,26
"5645",62,16,468
"5646",62,18,4790
"5647",62,15,1874
"5648",62,30,336
"5649",62,35,184
"5650",62,66,472
"5651",62,96,144
"5652",62,50,534
"5653",62,27,416
"5654",62,32,882
"5655",62,76,10
"5656",62,85,147
"5657",62,20,666
"5658",62,65,38
"5659",62,36,944
"5660",62,67,94
"5661",62,152,90
"5662",62,58,76
"5663",62,87,30
"5664",62,21,42
