,Country,bet,clo,eig
0,BE,0.00115908604322,0.353194591729,0.0847212975438
1,BG,0.0,0.0,0.00926911500811
2,BM,0.0,0.356417599583,0.0
3,JP,0.0189463258115,0.416718798874,0.212612437864
4,BW,0.0,0.0,0.00358294732091
5,BR,8.95843287148e-05,0.255171423099,0.0100953423054
6,JE,0.0,0.27582815735,0.0266985314528
7,RU,0.0123074691009,0.399475262369,0.0322458598296
8,RW,0.0,0.0,0.00926911500811
9,RE,0.0,0.25655922039,0.0
10,GT,0.0,0.0,0.000556213006661
11,GR,0.0,0.351054018445,0.0185382300162
12,BH,0.0,0.280762920427,0.0
13,GG,0.0,0.27582815735,0.0266985314528
14,GB,0.120692411453,0.419738500315,0.615913316664
15,GN,0.0,0.0,0.0
16,GL,0.0,0.252942851718,0.000914192511312
17,GH,0.0,0.0,0.0185382300162
18,HU,0.0,0.0434782608696,0.0
19,HK,0.00336121713929,0.396739130435,0.109783308125
20,PT,0.00408504538939,0.355361429715,0.0371131858151
21,PF,0.0,0.233418584825,0.0
22,PE,0.0,0.351054018445,0.00926911500811
23,PH,0.0,0.0,0.0370764600325
24,PL,0.0,0.0,0.0138773251721
25,EG,0.0,0.259920258212,0.0
26,ZA,0.00866311632706,0.292545015371,0.165308588076
27,VN,0.0,0.0,0.0185382300162
28,ET,0.0,0.0,0.00544641308706
29,ZW,0.0,0.0,0.0771945317885
30,ES,0.0272070773429,0.373702664797,0.0256627482514
31,MA,0.0,0.26816626409,0.00926911500811
32,MC,0.000144713146385,0.362024456522,0.0320036993842
33,MO,0.0,0.356417599583,0.0
34,US,0.343138008472,0.622837774661,0.427640697506
35,MW,0.0,0.0,0.0100953423054
36,UG,0.0,0.268115942029,0.0
37,UA,0.0,0.363936335404,0.0
38,MX,0.0035455393733,0.378587666951,0.0838514942388
39,IL,0.00115222278385,0.362024456522,0.0779075897853
40,FR,0.044635135396,0.399475262369,0.220407167807
41,FI,0.0,0.355361429715,0.000698900487723
42,NL,0.0302840383392,0.366607044579,0.135039023544
43,NO,0.00777326538196,0.262099154043,0.0138063619821
44,NA,0.0,0.0,0.00926911500811
45,VU,0.0,0.0,0.00299119796834
46,NC,0.000215002388915,0.266930474855,0.011779068998
47,NG,0.0,0.0,0.0185382300162
48,NZ,0.0122148038297,0.320021619025,0.115441809865
49,CI,0.0,0.0,0.0188233319795
50,CH,0.0264237388401,0.407914880588,0.219751877093
51,CO,0.0,0.355361429715,0.0185382300162
52,CN,0.00379012809137,0.391377790834,0.0381194170726
53,CM,0.0,0.0108695652174,0.00926911500811
54,CL,0.0,0.301687047101,0.00926911500811
55,CA,0.0133989930081,0.391377790834,0.251764422918
56,CF,0.0,0.0,0.00477710848568
57,CZ,0.0,0.351054018445,0.00926911500811
58,XX,0.0,0.0,0.0217220063267
59,UY,0.0,0.0,0.0509573976464
60,SY,0.0,0.257439613527,4.35658555945e-06
61,KE,0.0,0.27582815735,0.0359676464609
62,KH,0.0,0.0,0.0185382300162
63,KR,0.00140929420821,0.301687047101,0.0405758566249
64,KW,0.000477783086479,0.308105920444,0.000457096255656
65,SG,1.706368166e-05,0.303266560437,0.0328231723395
66,SE,0.0,0.0,0.000598511483238
67,DK,0.0272394637003,0.368942121296,0.0210899238319
68,DE,0.0221465904696,0.373702664797,0.251287319224
69,YE,0.0140946010511,0.258588897516,0.00926911500811
70,MK,2.98614429049e-05,0.0108695652174,0.00299119796834
71,TZ,0.0,0.0,0.00926911500811
72,LA,0.0,0.0,0.0185382300162
73,TW,0.000455106255692,0.38615942029,0.0233153385019
74,TR,0.000557413600892,0.278480351171,0.00766347658765
75,LK,0.0,0.0108695652174,0.0
76,LI,0.0,0.283436853002,0.0
77,LV,0.0,0.0,0.0
78,TH,0.0,0.252942851718,0.0648838050568
79,VA,0.0,0.356417599583,0.0
80,AE,0.0242474916388,0.378587666951,0.000200989600875
81,AD,0.0,0.259920258212,0.0
82,IS,0.0,0.356417599583,0.0
83,IR,0.0,0.0108695652174,0.0
84,IT,0.00313443242403,0.362024456522,0.10927110369
85,AO,0.0,0.0,0.0
86,AN,0.0,0.280762920427,0.0
87,AR,0.00495439621694,0.362024456522,0.106286223037
88,AU,0.0184739306455,0.394040224786,0.138004064238
89,AT,0.00266375058689,0.355361429715,0.065035373122
90,IN,0.0,0.0,0.0155950009804
91,ID,0.0,0.252942851718,0.00926911500811
92,QA,0.000144713146385,0.278480351171,0.00477710848568
