,Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
3964,2010,I,Cheloniidae spp.,Reptilia,Testudines,Cheloniidae,,CH,DE,XX,,1.0,ivory carvings,,T,O
3965,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,CH,XX,4.0,,ivory carvings,,E,O
3966,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,CH,XX,,16.0,ivory carvings,,T,O
3967,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,CH,XX,1.0,1.0,ivory pieces,,T,O
3968,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,TR,XX,2.0,,ivory carvings,,Q,O
3969,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,CH,XX,,2.0,ivory carvings,,T,O
3970,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,CH,XX,,1.0,ivory pieces,,T,O
3971,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,GB,,2.0,,ivory carvings,,Q,O
3972,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,NL,XX,,4.0,ivory pieces,,E,O
3973,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,PT,XX,,107.0,ivory carvings,,P,O
3974,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,XX,,1.0,,ivory carvings,,Q,O
3975,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,CH,XX,,7.0,ivory carvings,,T,O
3976,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,ID,,,3.0,ivory carvings,,Q,O
3977,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,XX,1.0,,ivory pieces,,P,I
3978,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,XX,1.0,,ivory pieces,,P,O
3979,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,AT,XX,1.0,,ivory carvings,,P,O
3980,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,AT,XX,,4.0,ivory pieces,,Q,O
3981,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,AU,XX,,15.0,ivory carvings,,Q,O
3982,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,BE,XX,1.0,,ivory carvings,,T,O
3983,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,CZ,XX,3.0,,ivory carvings,,Q,O
3984,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,1.0,1.0,ivory carvings,,Q,O
3985,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,3.0,,ivory carvings,,P,O
3986,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,4.0,,ivory carvings,,Q,O
3987,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,14.0,,ivory carvings,,T,O
3988,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,1.0,,ivory pieces,,T,O
3989,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GB,XX,2.0,,ivory carvings,,P,O
3990,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GB,XX,32.0,,ivory carvings,,T,O
3991,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GR,XX,52.0,,ivory carvings,,Q,O
3992,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,1.0,,ivory carvings,,E,O
3993,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,1.0,,ivory carvings,,T,O
3994,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,JP,XX,1.0,,ivory carvings,,T,O
3995,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,NL,XX,1.0,,ivory carvings,,P,O
3996,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,NL,XX,12.0,,ivory carvings,,T,O
3997,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,PL,XX,1.0,2.0,ivory carvings,,T,O
3998,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,PT,XX,5.0,5.0,ivory carvings,,T,O
3999,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,AU,,,1.0,ivory carvings,,P,O
4000,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,CH,XX,,4.0,ivory carvings,,T,O
4001,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,CH,,2.0,,ivory carvings,,P,O
4002,2010,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,FR,XX,1.0,,ivory carvings,,P,O
