,Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
6033,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AE,US,XX,,1.0,ivory carvings,,P,I
6034,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,CH,XX,52.0,,ivory carvings,,P,O
6035,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,CH,XX,,1.0,ivory carvings,,P,U
6036,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AT,US,XX,,1.0,ivory carvings,,P,O
6037,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,AU,US,XX,,1.0,ivory carvings,,T,I
6038,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,CH,XX,,1.0,ivory carvings,,T,O
6039,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,HK,XX,,2.0,ivory carvings,,T,O
6040,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,BE,US,XX,,5.0,ivory carvings,,T,I
6041,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,CH,XX,,1.0,ivory carvings,,P,O
6042,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,CH,,1.0,,ivory pieces,,P,W
6043,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,DE,,52.0,,ivory pieces,,P,O
6044,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,,5.0,,ivory carvings,,T,O
6045,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GB,,2.0,,ivory pieces,,T,O
6046,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,GG,,,208.0,ivory carvings,,P,U
6047,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,IT,,1.0,,ivory carvings,,Q,O
6048,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,NL,,3.0,,ivory carvings,,P,O
6049,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,PL,XX,,52.0,ivory pieces,,P,O
6050,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,PT,,44.0,,ivory carvings,,P,O
6051,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,XX,,84.0,ivory carvings,,P,O
6052,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,XX,,1.0,ivory carvings,,T,O
6053,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,,1.0,,ivory carvings,,P,O
6054,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CA,US,,213.0,,ivory pieces,,P,O
6055,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,AU,,,1.0,ivory pieces,,P,O
6056,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,BE,XX,2.0,,ivory carvings,,P,O
6057,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,CN,XX,10.0,9.0,ivory carvings,,E,O
6058,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,3.0,,ivory carvings,,P,O
6059,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,7.0,,ivory carvings,,Q,O
6060,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DE,XX,15.0,,ivory carvings,,T,O
6061,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,DK,XX,1.0,,ivory carvings,,Q,O
6062,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,ES,XX,7.0,,ivory carvings,,Q,O
6063,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,1.0,,ivory carvings,,P,O
6064,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,FR,XX,15.0,,ivory carvings,,T,O
6065,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,GB,XX,12.0,1.0,ivory carvings,,T,O
6066,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,HK,XX,1.0,1.0,ivory carvings,,Q,O
6067,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,5.0,,ivory carvings,,E,O
6068,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,IT,XX,1.0,,ivory carvings,,Q,O
6069,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,MC,XX,23.0,,ivory carvings,,P,O
6070,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,NL,XX,1.0,,ivory carvings,,P,O
6071,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,PL,XX,2.0,,ivory carvings,,T,O
6072,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,PL,XX,,154.0,ivory pieces,,T,O
6073,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CH,US,XX,,9.0,ivory carvings,,T,I
6074,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,AU,,,2.0,ivory pieces,,P,O
6075,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,AU,,,2.0,ivory pieces,,T,O
6076,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,CH,XX,,10.0,ivory carvings,,E,O
6077,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,CH,XX,,3.0,ivory carvings,,T,O
6078,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,CH,,9.0,,ivory carvings,,E,O
6079,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,GB,XX,35.0,,ivory carvings,,E,U
6080,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,GB,XX,4.0,,ivory carvings,,T,O
6081,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,IT,XX,,41.0,ivory pieces,,T,O
6082,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,JP,XX,3.0,,ivory carvings,,Q,O
6083,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,NL,XX,40.0,,ivory carvings,,P,O
6084,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,US,XX,,9.0,ivory carvings,,P,I
6085,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CN,US,XX,,76.0,ivory carvings,,T,I
6086,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CZ,CH,XX,,6.0,ivory carvings,,T,O
6087,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,CZ,CH,XX,4.0,,ivory pieces,,T,O
6088,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CA,IN,,2.0,ivory pieces,,P,O
6089,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CA,XX,,1.0,ivory pieces,,P,O
6090,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,2.0,ivory carvings,,P,O
6091,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,2.0,ivory carvings,,Q,O
6092,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,CH,XX,,32.0,ivory carvings,,T,O
6093,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,RU,,,3.0,ivory carvings,,,O
6094,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DE,US,XX,,1.0,ivory carvings,,E,O
6095,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,DK,CH,XX,,1.0,ivory carvings,,Q,O
6096,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FI,CA,XX,50.0,,ivory carvings,,Q,O
6097,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FI,JP,XX,2.0,,ivory carvings,,Q,O
6098,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CA,XX,,2.0,ivory pieces,,Q,O
6099,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,MO,2.0,,ivory pieces,,T,O
6100,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,,6.0,ivory carvings,,E,O
6101,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,,3.0,ivory carvings,,P,O
6102,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,,24.0,ivory carvings,,Q,O
6103,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CH,XX,,20.0,ivory carvings,,T,O
6104,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,CN,XX,,3.0,ivory carvings,,Q,O
6105,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,HK,XX,,7.0,ivory carvings,,T,O
6106,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,US,XX,,8.0,ivory carvings,,Q,O
6107,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,FR,US,XX,,2.0,ivory carvings,,T,I
6108,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,,,1.0,ivory pieces,,P,O
6109,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,AU,,,2.0,ivory pieces,,T,O
6110,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,,1.0,ivory carvings,,P,O
6111,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,,5.0,ivory pieces,,P,O
6112,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,XX,,4.0,ivory pieces,,T,O
6113,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CA,,,1.0,ivory pieces,,T,O
6114,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,,1.0,ivory carvings,,P,O
6115,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,,1.0,ivory carvings,,Q,O
6116,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,,171.0,ivory carvings,,T,O
6117,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,CH,XX,,1.0,ivory pieces,,T,O
6118,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,HK,XX,,50.0,ivory carvings,,P,U
6119,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,,18.0,ivory carvings,,Q,O
6120,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GB,US,XX,,1.0,ivory carvings,,T,O
6121,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,GR,CH,XX,,1.0,ivory carvings,,T,O
6122,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,AU,XX,2.0,,ivory carvings,,T,O
6123,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,CH,XX,,1.0,ivory carvings,,Q,O
6124,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,CH,XX,3.0,1.0,ivory carvings,,T,O
6125,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,ES,XX,4.0,,ivory carvings,,T,O
6126,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,FR,XX,6.0,,ivory carvings,,T,O
6127,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,GB,XX,112.0,,ivory carvings,,T,O
6128,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,GB,XX,4.0,,ivory pieces,,T,O
6129,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,IT,XX,34.0,,ivory carvings,,T,O
6130,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,JP,XX,7.0,,ivory carvings,,T,O
6131,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,NL,XX,1.0,,ivory carvings,,T,O
6132,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,PT,XX,2.0,,ivory pieces,,T,O
6133,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,US,XX,,1.0,ivory carvings,,P,I
6134,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HK,US,XX,,2.0,ivory carvings,,T,I
6135,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,HU,KR,XX,,3.0,ivory pieces,,Q,O
6136,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,,5.0,ivory carvings,,E,O
6137,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,,1.0,ivory carvings,,P,O
6138,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,,9.0,ivory carvings,,T,O
6139,2013,I,Elephantidae spp.,Mammalia,Proboscidea,Elephantidae,,IT,CH,XX,7.0,,ivory pieces,,Q,O
