,Country,bet,clo,eig
0,BD,0.0,0.282801724138,0.0
1,BE,0.0103121205394,0.353591160221,0.0721474616234
2,BA,0.0,0.350855614973,0.0
3,BM,0.0,0.24427480916,0.000899285101474
4,JP,0.00491768220174,0.4,0.171343329225
5,BI,0.0,0.0,0.000967099530394
6,BT,0.0,0.228606271777,0.0
7,JO,0.0,0.0,0.00678251667644
8,BR,0.000985741126796,0.262295081967,0.022480266631
9,BS,0.0,0.0,0.0102712106903
10,JE,0.000664816664817,0.223776223776,0.0116919149167
11,BY,0.0,0.0,0.00892673620257
12,RU,0.00488171506804,0.412903225806,0.0485687416552
13,RO,0.0,0.01,0.0
14,GU,0.0,0.284025974026,0.0
15,GT,0.0,0.197620481928,0.0
16,GR,0.0,0.345945945946,0.0124582838076
17,BH,0.0,0.352741935484,0.0
18,GG,0.000203999704,0.281938325991,0.0388742525881
19,GB,0.109413102178,0.426666666667,0.434360969093
20,GL,0.0,0.248522727273,0.0
21,GI,0.0,0.2722406639,0.0
22,GH,0.0069696969697,0.248062015504,0.00892673620257
23,BW,0.0,0.0,0.0147680463446
24,HU,0.0,0.253968253968,0.00892673620257
25,HK,0.0183532089809,0.444444444444,0.0619543863326
26,PT,0.0,0.0,0.0286954856759
27,PA,0.0,0.0,0.00892673620257
28,PK,0.0,0.01,0.0
29,PH,0.0,0.356576086957,0.0
30,PL,0.0037541839754,0.376470588235,0.00917060758113
31,ZM,0.0,0.0,0.000209289292333
32,EG,0.0,0.0,0.00892673620257
33,ZA,0.0297610967332,0.297674418605,0.24915588679
34,ET,0.000124477094174,0.226148409894,0.00989383573296
35,ZW,0.0,0.0,0.0225019775639
36,ES,0.0368934904305,0.367816091954,0.0347529502511
37,MG,0.0,0.2722406639,0.0
38,UY,0.000345154284548,0.253968253968,0.0430495956815
39,MC,0.0,0.294930875576,0.016950424363
40,MO,0.000573188821547,0.294930875576,0.0101835253142
41,MN,0.0,0.0,0.00892673620257
42,US,0.317629497909,0.603773584906,0.380767441431
43,MT,0.0,0.221655405405,0.0
44,MW,0.0,0.0,0.00892673620257
45,MR,0.0,0.228606271777,0.0
46,UG,0.0,0.0,0.00892673620257
47,UA,0.000164502164502,0.281938325991,0.0102712106903
48,MX,0.00111060095909,0.301886792453,0.015709252879
49,AT,9.05519844914e-05,0.367816091954,0.127689531841
50,FR,0.0691189608708,0.4,0.433693621328
51,FI,0.0,0.0,0.00892673620257
52,NL,0.00765021488303,0.380952380952,0.0718702311057
53,NO,0.00974708120163,0.289592760181,0.041251795669
54,NA,0.000161616161616,0.270042194093,0.00513560534513
55,NG,0.0,0.268907563025,0.00892673620257
56,NZ,0.000518997217562,0.376470588235,0.117773150081
57,CH,0.0543014147687,0.429530201342,0.289307991809
58,CO,0.0,0.225463917526,0.0
59,CN,0.0105390307695,0.43537414966,0.150634651012
60,CL,0.0,0.374914285714,0.0
61,CA,0.0258853439594,0.426666666667,0.355034994043
62,CZ,0.0,0.359550561798,0.0178534724051
63,XX,0.0108081990961,0.309178743961,0.0254647782262
64,CR,0.0,0.0,0.00892673620257
65,XV,0.0,0.0,0.00145248594266
66,CU,0.0100317648945,0.254980079681,0.00847589904443
67,KE,0.0,0.0,0.0267802086077
68,KR,0.00908882908987,0.367816091954,0.0514991536405
69,KW,0.0,0.274518828452,0.0
70,SN,0.0,0.0,0.0102242612454
71,KZ,0.0,0.0,0.0203358153731
72,SA,0.0,0.284025974026,0.0
73,SG,0.00237024148691,0.351648351648,0.0465129644236
74,SE,0.0,0.0,0.000875243962179
75,SD,0.0,0.0,0.00892673620257
76,DO,0.0,0.350855614973,0.0
77,DK,0.0324240602271,0.349726775956,0.0383569018019
78,DE,0.0637536517226,0.4,0.219048551873
79,LB,0.0,0.0,0.0172504128479
80,TW,0.0,0.376470588235,0.0218705622231
81,TR,0.0,0.369942196532,0.0118552242504
82,LI,0.0,0.261394422311,0.0
83,TN,0.0,0.0,0.0178534724051
84,LU,0.0,0.0,0.00892673620257
85,TH,0.0,0.369942196532,0.035103885253
86,TG,0.0,0.0,0.0140623415477
87,VA,0.0,0.267782426778,0.00513560534513
88,AE,0.0264933126903,0.31067961165,0.0839436893105
89,IR,0.0,0.0,0.00892673620257
90,IT,0.0159639247652,0.376470588235,0.144877434399
91,VN,0.000340008269833,0.271186440678,0.0319158139528
92,AR,0.0,0.219178082192,0.000814779967448
93,AU,0.0134974755528,0.410256410256,0.0553453290877
94,IL,0.00258128700704,0.299065420561,0.0606805521257
95,IN,0.0,0.0,0.00892673620257
96,IE,0.0,0.345945945946,0.00892673620257
97,ID,0.0,0.0,0.00892673620257
98,MY,0.0,0.280701754386,0.00892673620257
99,CY,0.0,0.0,0.00678251667644
100,QA,0.0069696969697,0.304761904762,0.0373330926192
