"","unique.base.edge.","source","target","f2005","f2006","f2007","f2008","f2009","f2010","f2011","f2012","f2013","f2014","f2015","w2005","w2006","w2007","w2008","w2009","w2010","w2011","w2012","w2013","w2014","w2015","f_tot"
"8546","SG-PT","SG","PT",78,6,18,12,0,6,0,3,6,6,3,0.000483961034932059,3.94788787998421e-05,0.000113302322068145,7.30914007966963e-05,0,3.68358044018786e-05,0,1.60313787520106e-05,3.44066290105227e-05,3.66081343274476e-05,2.30252049243238e-05,138
"8547","TN-PL","TN","PL",6,0,0,3,21,3,0,0,0,0,0,3.72277719178507e-05,0,0,1.82728501991741e-05,0.000131032159035603,1.84179022009393e-05,0,0,0,0,0,33
"8548","UA-PL","UA","PL",45,15,21,21,39,12,9,9,6,6,0,0.00027920828938388,9.86971969996052e-05,0.000132186042412836,0.000127909951394218,0.000243345438208978,7.36716088037573e-05,5.51082264335793e-05,4.80941362560318e-05,3.44066290105227e-05,3.66081343274476e-05,0,183
"8549","CH-OM","CH","OM",51,48,54,60,45,42,33,48,33,42,39,0.000316436061301731,0.000315831030398737,0.000339906966204435,0.000365457003983481,0.000280783197933436,0.00025785063081315,0.000202063496923124,0.00025650206003217,0.000189236459557875,0.000256256940292133,0.00029932766401621,495
"8550","ID-PL","ID","PL",332,238,184,192,158,156,120,174,188,190,214,0.00205993671278774,0.00156599552572707,0.00115820151447437,0.00116946241274714,0.000985861006077396,0.000957730914448844,0.000734776352447724,0.000929819967616615,0.00107807437566304,0.00115925758703584,0.0016424646179351,2146
"8551","ZA-PL","ZA","PL",57,51,39,57,108,87,171,192,129,111,54,0.000353663833219582,0.000335570469798658,0.000245488364480981,0.000347184153784307,0.000673879675040246,0.00053411916382724,0.00104705630223801,0.00102600824012868,0.000739742523726238,0.00067725048505778,0.000414453688637829,1056
"8552","ID-PT","ID","PT",188,96,184,96,164,130,30,4,2,4,22,0.00116647018675932,0.000631662060797473,0.00115820151447437,0.00058473120637357,0.00102329876580185,0.000798109095374037,0.000183694088111931,2.13751716693475e-05,1.14688763368409e-05,2.4405422884965e-05,0.000168851502778375,920
"8553","US-OM","US","OM",18,6,9,0,3,6,6,12,12,15,45,0.000111683315753552,3.94788787998421e-05,5.66511610340725e-05,0,1.8718879862229e-05,3.68358044018786e-05,3.67388176223862e-05,6.41255150080424e-05,6.88132580210454e-05,9.15203358186189e-05,0.000345378073864857,132
"8554","CH-PA","CH","PA",33,42,48,36,36,66,30,80,42,54,48,0.000204752745548179,0.000276352151598895,0.000302139525515053,0.000219274202390089,0.000224626558346749,0.000405193848420665,0.000183694088111931,0.000427503433386949,0.000240846403073659,0.000329473208947028,0.000368403278789181,515
"8555","ES-PA","ES","PA",78,9,84,27,3,9,6,18,6,6,6,0.000483961034932059,5.92183181997631e-05,0.000528744169651344,0.000164455651792567,1.8718879862229e-05,5.52537066028179e-05,3.67388176223862e-05,9.61882725120636e-05,3.44066290105227e-05,3.66081343274476e-05,4.60504098486476e-05,252
"8556","CH-PE","CH","PE",15,15,15,18,18,27,18,32,12,24,21,9.30694297946268e-05,9.86971969996052e-05,9.44186017234542e-05,0.000109637101195044,0.000112313279173374,0.000165761119808454,0.000110216452867159,0.00017100137335478,6.88132580210454e-05,0.00014643253730979,0.000161176434470267,215
"8557","CH-PG","CH","PG",3,3,0,3,0,0,0,0,0,0,0,1.86138859589254e-05,1.9739439399921e-05,0,1.82728501991741e-05,0,0,0,0,0,0,0,9
"8558","CH-PH","CH","PH",45,39,36,54,66,57,27,128,51,63,36,0.00027920828938388,0.000256612712198974,0.00022660464413629,0.000328911303585133,0.000411815356969039,0.000349940141817847,0.000165324679300738,0.000684005493419119,0.000292456346589443,0.000384385410438199,0.000276302459091886,602
"8559","CH-PK","CH","PK",33,27,30,30,21,39,39,36,30,18,15,0.000204752745548179,0.000177654954599289,0.000188837203446908,0.000182728501991741,0.000131032159035603,0.000239432728612211,0.00023880231454551,0.000192376545024127,0.000172033145052613,0.000109824402982343,0.000115126024621619,318
"8560","CH-PL","CH","PL",99,99,96,84,78,90,75,76,66,36,63,0.000614258236644537,0.000651401500197394,0.000604279051030107,0.000511639805576874,0.000486690876417955,0.000552537066028179,0.000459235220279827,0.000406128261717602,0.00037847291911575,0.000219648805964685,0.0004835293034108,862
"8561","CH-PR","CH","PR",30,24,21,18,18,21,12,20,15,18,12,0.000186138859589254,0.000157915515199368,0.000132186042412836,0.000109637101195044,0.000112313279173374,0.000128925315406575,7.34776352447724e-05,0.000106875858346737,8.60165725263067e-05,0.000109824402982343,9.21008196972953e-05,209
"8562","CH-PY","CH","PY",9,12,21,3,15,15,12,40,9,6,12,5.58416578767761e-05,7.89577575996842e-05,0.000132186042412836,1.82728501991741e-05,9.35943993111452e-05,9.20895110046966e-05,7.34776352447724e-05,0.000213751716693475,5.1609943515784e-05,3.66081343274476e-05,9.21008196972953e-05,154
"8563","US-PY","US","PY",6,9,21,12,6,9,15,21,33,9,24,3.72277719178507e-05,5.92183181997631e-05,0.000132186042412836,7.30914007966963e-05,3.74377597244581e-05,5.52537066028179e-05,9.18470440559655e-05,0.000112219651264074,0.000189236459557875,5.49122014911713e-05,0.000184201639394591,165
"8564","VE-PA","VE","PA",6,3,0,0,0,0,0,0,0,3,0,3.72277719178507e-05,1.9739439399921e-05,0,0,0,0,0,0,0,1.83040671637238e-05,0,12
"8565","TH-OM","TH","OM",12,12,6,12,6,12,24,18,39,27,0,7.44555438357014e-05,7.89577575996842e-05,3.77674406893817e-05,7.30914007966963e-05,3.74377597244581e-05,7.36716088037573e-05,0.000146955270489545,9.61882725120636e-05,0.000223643088568398,0.000164736604473514,0,168
"8566","TW-PL","TW","PL",3,0,12,0,3,3,0,0,0,0,0,1.86138859589254e-05,0,7.55348813787634e-05,0,1.8718879862229e-05,1.84179022009393e-05,0,0,0,0,0,21
"8567","VN-PL","VN","PL",15,0,3,9,9,9,0,3,0,0,0,9.30694297946268e-05,0,1.88837203446908e-05,5.48185505975222e-05,5.61566395866871e-05,5.52537066028179e-05,0,1.60313787520106e-05,0,0,0,48
"8568","ID-PH","ID","PH",20,6,18,2,8,6,6,4,0,16,12,0.000124092573059502,3.94788787998421e-05,0.000113302322068145,1.21819001327827e-05,4.99170129659441e-05,3.68358044018786e-05,3.67388176223862e-05,2.13751716693475e-05,0,9.76216915398602e-05,9.21008196972953e-05,98
"8569","US-PH","US","PH",18,69,126,84,138,105,138,141,213,279,96,0.000111683315753552,0.000454007106198184,0.000793116254477015,0.000511639805576874,0.000861068473662536,0.000644626577032876,0.000844992805314882,0.000753474801344498,0.00122143532987356,0.00170227824622631,0.000736806557578362,1407
"8570","ZA-PT","ZA","PT",51,105,483,69,69,90,84,30,48,60,39,0.000316436061301731,0.000690880378997236,0.00304027897549523,0.000420275554581004,0.000430534236831268,0.000552537066028179,0.000514343446713407,0.000160313787520106,0.000275253032084182,0.000366081343274476,0.00029932766401621,1128
"8571","ZA-PE","ZA","PE",6,3,0,0,6,3,0,6,3,6,0,3.72277719178507e-05,1.9739439399921e-05,0,0,3.74377597244581e-05,1.84179022009393e-05,0,3.20627575040212e-05,1.72033145052613e-05,3.66081343274476e-05,0,33
"8572","RU-PT","RU","PT",3,6,3,3,3,3,0,0,0,0,0,1.86138859589254e-05,3.94788787998421e-05,1.88837203446908e-05,1.82728501991741e-05,1.8718879862229e-05,1.84179022009393e-05,0,0,0,0,0,21
"8573","ID-PK","ID","PK",4,0,0,2,2,4,8,142,64,108,100,2.48185146119005e-05,0,0,1.21819001327827e-05,1.2479253241486e-05,2.45572029345858e-05,4.89850901631816e-05,0.000758818594261835,0.000367004042778909,0.000658946417894056,0.000767506830810794,434
"8574","KR-PL","KR","PL",3,0,0,3,6,3,3,3,0,0,0,1.86138859589254e-05,0,0,1.82728501991741e-05,3.74377597244581e-05,1.84179022009393e-05,1.83694088111931e-05,1.60313787520106e-05,0,0,0,21
"8575","TZ-PK","TZ","PK",12,21,0,12,15,0,0,0,0,6,6,7.44555438357014e-05,0.000138176075799447,0,7.30914007966963e-05,9.35943993111452e-05,0,0,0,0,3.66081343274476e-05,4.60504098486476e-05,72
"8576","GB-PY","GB","PY",9,3,0,3,6,0,9,9,6,0,0,5.58416578767761e-05,1.9739439399921e-05,0,1.82728501991741e-05,3.74377597244581e-05,0,5.51082264335793e-05,4.80941362560318e-05,3.44066290105227e-05,0,0,45
"8577","TZ-PL","TZ","PL",21,39,21,30,45,42,24,3,24,24,30,0.000130297201712478,0.000256612712198974,0.000132186042412836,0.000182728501991741,0.000280783197933436,0.00025785063081315,0.000146955270489545,1.60313787520106e-05,0.000137626516042091,0.00014643253730979,0.000230252049243238,303
"8578","ZA-PA","ZA","PA",3,3,3,0,0,0,6,3,6,12,0,1.86138859589254e-05,1.9739439399921e-05,1.88837203446908e-05,0,0,0,3.67388176223862e-05,1.60313787520106e-05,3.44066290105227e-05,7.32162686548951e-05,0,36
"8579","ZW-PL","ZW","PL",9,24,27,33,60,69,87,96,30,15,15,5.58416578767761e-05,0.000157915515199368,0.000169953483102218,0.000201001352190915,0.000374377597244581,0.000423611750621604,0.0005327128555246,0.000513004120064339,0.000172033145052613,9.15203358186189e-05,0.000115126024621619,465
"8580","TH-PW","TH","PW",18,0,0,0,0,0,0,0,0,0,0,0.000111683315753552,0,0,0,0,0,0,0,0,0,0,18
"8581","AE-PL","AE","PL",15,0,0,12,6,6,0,0,0,0,3,9.30694297946268e-05,0,0,7.30914007966963e-05,3.74377597244581e-05,3.68358044018786e-05,0,0,0,0,2.30252049243238e-05,42
"8582","ZA-PR","ZA","PR",6,9,0,0,3,0,6,0,0,0,0,3.72277719178507e-05,5.92183181997631e-05,0,0,1.8718879862229e-05,0,3.67388176223862e-05,0,0,0,0,24
"8583","LK-PK","LK","PK",3,0,0,0,6,0,0,0,0,6,0,1.86138859589254e-05,0,0,0,3.74377597244581e-05,0,0,0,0,3.66081343274476e-05,0,15
"8584","KR-PH","KR","PH",3,0,0,0,3,6,0,9,9,15,0,1.86138859589254e-05,0,0,0,1.8718879862229e-05,3.68358044018786e-05,0,4.80941362560318e-05,5.1609943515784e-05,9.15203358186189e-05,0,45
"8585","ES-PT","ES","PT",3,0,0,0,0,0,0,0,0,0,0,1.86138859589254e-05,0,0,0,0,0,0,0,0,0,0,3
"8586","TW-PT","TW","PT",3,3,3,0,0,6,3,3,0,0,0,1.86138859589254e-05,1.9739439399921e-05,1.88837203446908e-05,0,0,3.68358044018786e-05,1.83694088111931e-05,1.60313787520106e-05,0,0,0,21
"8587","AE-PT","AE","PT",6,0,0,0,0,0,0,0,0,0,3,3.72277719178507e-05,0,0,0,0,0,0,0,0,0,2.30252049243238e-05,9
"8588","TH-PG","TH","PG",24,0,0,0,15,0,0,0,0,0,0,0.000148911087671403,0,0,0,9.35943993111452e-05,0,0,0,0,0,0,39
"8589","TH-PA","TH","PA",12,3,3,6,9,3,21,12,18,30,0,7.44555438357014e-05,1.9739439399921e-05,1.88837203446908e-05,3.65457003983481e-05,5.61566395866871e-05,1.84179022009393e-05,0.000128585861678352,6.41255150080424e-05,0.000103219887031568,0.000183040671637238,0,117
"8590","VE-PT","VE","PT",18,0,0,3,0,0,0,0,0,0,0,0.000111683315753552,0,0,1.82728501991741e-05,0,0,0,0,0,0,0,21
"8591","AE-OM","AE","OM",12,12,3,9,21,15,108,39,51,48,63,7.44555438357014e-05,7.89577575996842e-05,1.88837203446908e-05,5.48185505975222e-05,0.000131032159035603,9.20895110046966e-05,0.000661298717202951,0.000208407923776138,0.000292456346589443,0.00029286507461958,0.0004835293034108,381
"8592","SR-PK","SR","PK",15,0,18,0,0,0,21,0,30,18,0,9.30694297946268e-05,0,0.000113302322068145,0,0,0,0.000128585861678352,0,0.000172033145052613,0.000109824402982343,0,102
"8593","UY-PT","UY","PT",3,0,0,0,0,0,0,0,0,0,0,1.86138859589254e-05,0,0,0,0,0,0,0,0,0,0,3
"8594","SN-PT","SN","PT",141,18,6,15,12,15,9,15,6,18,12,0.000874852640069492,0.000118436636399526,3.77674406893817e-05,9.13642509958703e-05,7.48755194489162e-05,9.20895110046966e-05,5.51082264335793e-05,8.0156893760053e-05,3.44066290105227e-05,0.000109824402982343,9.21008196972953e-05,267
"8595","ES-PR","ES","PR",3,6,0,0,0,9,3,0,3,3,3,1.86138859589254e-05,3.94788787998421e-05,0,0,0,5.52537066028179e-05,1.83694088111931e-05,0,1.72033145052613e-05,1.83040671637238e-05,2.30252049243238e-05,30
"8596","RO-PL","RO","PL",3,0,3,3,3,0,0,0,0,0,0,1.86138859589254e-05,0,1.88837203446908e-05,1.82728501991741e-05,1.8718879862229e-05,0,0,0,0,0,0,12
"8597","ES-PE","ES","PE",3,6,0,0,0,0,0,9,6,93,24,1.86138859589254e-05,3.94788787998421e-05,0,0,0,0,0,4.80941362560318e-05,3.44066290105227e-05,0.000567426082075437,0.000184201639394591,141
"8598","TC-PR","TC","PR",3,0,0,3,0,0,0,0,0,0,0,1.86138859589254e-05,0,0,1.82728501991741e-05,0,0,0,0,0,0,0,6
"8599","VU-PG","VU","PG",3,0,0,0,0,0,0,0,0,0,0,1.86138859589254e-05,0,0,0,0,0,0,0,0,0,0,3
"8600","VN-PT","VN","PT",3,0,0,0,0,3,0,0,0,0,0,1.86138859589254e-05,0,0,0,0,1.84179022009393e-05,0,0,0,0,0,6
"8601","SG-PL","SG","PL",9,0,9,9,12,3,3,0,0,0,3,5.58416578767761e-05,0,5.66511610340725e-05,5.48185505975222e-05,7.48755194489162e-05,1.84179022009393e-05,1.83694088111931e-05,0,0,0,2.30252049243238e-05,48
"8602","SC-PL","SC","PL",6,0,0,3,3,12,0,0,0,0,0,3.72277719178507e-05,0,0,1.82728501991741e-05,1.8718879862229e-05,7.36716088037573e-05,0,0,0,0,0,24
"8603","RO-PT","RO","PT",3,3,0,3,0,0,0,0,0,0,0,1.86138859589254e-05,1.9739439399921e-05,0,1.82728501991741e-05,0,0,0,0,0,0,0,9
"8604","GB-PH","GB","PH",3,3,0,0,3,0,15,0,0,6,0,1.86138859589254e-05,1.9739439399921e-05,0,0,1.8718879862229e-05,0,9.18470440559655e-05,0,0,3.66081343274476e-05,0,30
"8605","SD-PK","SD","PK",0,3,0,0,0,0,0,0,0,0,0,0,1.9739439399921e-05,0,0,0,0,0,0,0,0,0,3
"8606","SA-PK","SA","PK",0,18,12,15,12,9,21,30,30,0,0,0,0.000118436636399526,7.55348813787634e-05,9.13642509958703e-05,7.48755194489162e-05,5.52537066028179e-05,0.000128585861678352,0.000160313787520106,0.000172033145052613,0,0,147
"8607","SG-PK","SG","PK",0,3,27,24,0,0,3,0,6,0,9,0,1.9739439399921e-05,0.000169953483102218,0.000146182801593393,0,0,1.83694088111931e-05,0,3.44066290105227e-05,0,6.90756147729715e-05,72
"8608","ID-PE","ID","PE",0,26,96,66,112,60,64,38,108,100,38,0,0.000171075141465982,0.000604279051030107,0.000402002704381829,0.000698838181523218,0.000368358044018786,0.000391880721305453,0.000203064130858801,0.000619319322189409,0.000610135572124126,0.000291652595708102,708
"8609","UY-PA","UY","PA",0,3,0,0,3,3,3,0,0,0,0,0,1.9739439399921e-05,0,0,1.8718879862229e-05,1.84179022009393e-05,1.83694088111931e-05,0,0,0,0,12
"8610","GB-PK","GB","PK",0,3,0,0,0,0,0,0,0,0,0,0,1.9739439399921e-05,0,0,0,0,0,0,0,0,0,3
"8611","TZ-PA","TZ","PA",0,3,0,0,0,0,0,0,6,0,0,0,1.9739439399921e-05,0,0,0,0,0,0,3.44066290105227e-05,0,0,9
"8612","ZA-OM","ZA","OM",0,3,0,6,0,6,189,174,162,291,0,0,1.9739439399921e-05,0,3.65457003983481e-05,0,3.68358044018786e-05,0.00115727275510516,0.000929819967616615,0.000928978983284113,0.00177549451488121,0,831
"8613","ZM-PL","ZM","PL",0,3,3,3,0,0,30,0,0,0,3,0,1.9739439399921e-05,1.88837203446908e-05,1.82728501991741e-05,0,0,0.000183694088111931,0,0,0,2.30252049243238e-05,42
"8614","UY-PY","UY","PY",0,3,0,0,0,0,0,0,0,6,0,0,1.9739439399921e-05,0,0,0,0,0,0,0,3.66081343274476e-05,0,9
"8615","ES-PH","ES","PH",0,3,3,0,0,12,0,3,24,15,12,0,1.9739439399921e-05,1.88837203446908e-05,0,0,7.36716088037573e-05,0,1.60313787520106e-05,0.000137626516042091,9.15203358186189e-05,9.21008196972953e-05,72
"8616","SA-PA","SA","PA",0,3,0,0,0,0,0,0,0,0,0,0,1.9739439399921e-05,0,0,0,0,0,0,0,0,0,3
"8617","SB-PL","SB","PL",0,6,0,0,0,0,0,0,0,0,0,0,3.94788787998421e-05,0,0,0,0,0,0,0,0,0,6
"8618","SR-PH","SR","PH",0,45,63,21,12,33,36,27,9,0,0,0,0.000296091590998816,0.000396558127238508,0.000127909951394218,7.48755194489162e-05,0.000202596924210332,0.000220432905734317,0.000144282408768095,5.1609943515784e-05,0,0,246
"8619","TZ-OM","TZ","OM",0,3,0,0,6,6,0,0,0,12,3,0,1.9739439399921e-05,0,0,3.74377597244581e-05,3.68358044018786e-05,0,0,0,7.32162686548951e-05,2.30252049243238e-05,30
"8620","ES-PY","ES","PY",0,3,3,0,0,0,0,0,6,3,0,0,1.9739439399921e-05,1.88837203446908e-05,0,0,0,0,0,3.44066290105227e-05,1.83040671637238e-05,0,15
"8621","TW-PH","TW","PH",0,9,0,0,0,27,18,0,18,3,0,0,5.92183181997631e-05,0,0,0,0.000165761119808454,0.000110216452867159,0,0.000103219887031568,1.83040671637238e-05,0,75
"8622","UA-OM","UA","OM",0,0,6,0,0,0,0,0,12,0,0,0,0,3.77674406893817e-05,0,0,0,0,0,6.88132580210454e-05,0,0,18
"8623","TH-PE","TH","PE",0,0,6,0,6,0,6,18,9,0,0,0,0,3.77674406893817e-05,0,3.74377597244581e-05,0,3.67388176223862e-05,9.61882725120636e-05,5.1609943515784e-05,0,0,45
"8624","ZM-PK","ZM","PK",0,0,6,0,0,0,9,0,0,0,0,0,0,3.77674406893817e-05,0,0,0,5.51082264335793e-05,0,0,0,0,15
"8625","LK-OM","LK","OM",0,0,9,0,0,0,9,0,0,0,3,0,0,5.66511610340725e-05,0,0,0,5.51082264335793e-05,0,0,0,2.30252049243238e-05,21
"8626","QA-PT","QA","PT",0,0,6,0,0,0,0,0,0,0,0,0,0,3.77674406893817e-05,0,0,0,0,0,0,0,0,6
"8627","TG-PL","TG","PL",0,0,6,27,18,9,12,0,15,12,15,0,0,3.77674406893817e-05,0.000164455651792567,0.000112313279173374,5.52537066028179e-05,7.34776352447724e-05,0,8.60165725263067e-05,7.32162686548951e-05,0.000115126024621619,114
"8628","TR-PL","TR","PL",0,0,9,3,9,3,0,0,3,3,0,0,0,5.66511610340725e-05,1.82728501991741e-05,5.61566395866871e-05,1.84179022009393e-05,0,0,1.72033145052613e-05,1.83040671637238e-05,0,30
"8629","SY-PL","SY","PL",0,0,3,0,0,0,0,0,0,0,0,0,0,1.88837203446908e-05,0,0,0,0,0,0,0,0,3
"8630","TO-PL","TO","PL",0,0,0,9,0,0,0,0,0,0,0,0,0,0,5.48185505975222e-05,0,0,0,0,0,0,0,9
"8631","ZW-PH","ZW","PH",0,0,0,9,12,0,0,0,0,0,0,0,0,0,5.48185505975222e-05,7.48755194489162e-05,0,0,0,0,0,0,21
"8632","RU-OM","RU","OM",0,0,0,12,0,0,0,0,0,0,0,0,0,0,7.30914007966963e-05,0,0,0,0,0,0,0,12
"8633","SB-PK","SB","PK",0,0,0,15,0,0,0,0,18,0,0,0,0,0,9.13642509958703e-05,0,0,0,0,0.000103219887031568,0,0,33
"8634","KR-PT","KR","PT",0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.82728501991741e-05,1.8718879862229e-05,0,0,0,0,0,0,6
"8635","ES-PK","ES","PK",0,0,0,9,0,0,0,3,3,0,3,0,0,0,5.48185505975222e-05,0,0,0,1.60313787520106e-05,1.72033145052613e-05,0,2.30252049243238e-05,18
"8636","VN-PH","VN","PH",0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.82728501991741e-05,1.8718879862229e-05,0,0,0,0,0,0,6
"8637","SB-PA","SB","PA",0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.82728501991741e-05,0,0,0,0,0,0,0,3
"8638","SB-PH","SB","PH",0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.82728501991741e-05,0,0,0,0,0,0,0,3
"8639","VE-PL","VE","PL",0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.82728501991741e-05,1.8718879862229e-05,0,0,0,0,0,0,6
"8640","SM-PL","SM","PL",0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.65457003983481e-05,0,0,0,0,0,0,0,6
"8641","SG-OM","SG","OM",0,0,0,12,0,3,24,12,18,6,12,0,0,0,7.30914007966963e-05,0,1.84179022009393e-05,0.000146955270489545,6.41255150080424e-05,0.000103219887031568,3.66081343274476e-05,9.21008196972953e-05,87
"8642","SR-PA","SR","PA",0,0,0,9,0,69,60,0,6,96,0,0,0,0,5.48185505975222e-05,0,0.000423611750621604,0.000367388176223862,0,3.44066290105227e-05,0.000585730149239161,0,240
"8643","KN-PR","KN","PR",0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.82728501991741e-05,1.8718879862229e-05,0,0,0,0,0,0,6
"8644","LK-PT","LK","PT",0,0,0,3,3,0,0,0,0,0,0,0,0,0,1.82728501991741e-05,1.8718879862229e-05,0,0,0,0,0,0,6
"8645","RU-PR","RU","PR",0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.82728501991741e-05,0,0,0,0,0,0,0,3
"8646","SG-PA","SG","PA",0,0,0,3,0,0,0,0,6,9,0,0,0,0,1.82728501991741e-05,0,0,0,0,3.44066290105227e-05,5.49122014911713e-05,0,18
"8647","GB-PT","GB","PT",0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.8718879862229e-05,0,0,0,0,0,0,3
"8648","LK-PH","LK","PH",0,0,0,0,54,84,0,0,0,0,3,0,0,0,0,0.000336939837520123,0.000515701261626301,0,0,0,0,2.30252049243238e-05,141
"8649","US-PG","US","PG",0,0,0,0,9,0,0,30,0,0,0,0,0,0,0,5.61566395866871e-05,0,0,0.000160313787520106,0,0,0,39
"8650","SA-PH","SA","PH",0,0,0,0,3,3,30,0,0,0,0,0,0,0,0,1.8718879862229e-05,1.84179022009393e-05,0.000183694088111931,0,0,0,0,36
"8651","UY-PE","UY","PE",0,0,0,0,3,6,3,6,6,9,6,0,0,0,0,1.8718879862229e-05,3.68358044018786e-05,1.83694088111931e-05,3.20627575040212e-05,3.44066290105227e-05,5.49122014911713e-05,4.60504098486476e-05,39
"8652","KR-PE","KR","PE",0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,9.35943993111452e-05,0,0,0,0,0,0,15
"8653","UA-PT","UA","PT",0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,5.61566395866871e-05,0,0,0,0,0,0,9
"8654","SA-PL","SA","PL",0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,1.8718879862229e-05,1.84179022009393e-05,1.83694088111931e-05,0,0,0,0,9
"8655","ID-OM","ID","OM",0,0,0,0,0,52,38,34,36,42,24,0,0,0,0,0,0.000319243638149615,0.000232679178275113,0.000181688959189454,0.000206439774063136,0.000256256940292133,0.000184201639394591,226
"8656","ID-PA","ID","PA",0,0,0,0,0,82,0,0,2,10,0,0,0,0,0,0,0.000503422660159008,0,0,1.14688763368409e-05,6.10135572124126e-05,0,94
"8657","SY-OM","SY","OM",0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,1.84179022009393e-05,0,0,0,3.66081343274476e-05,0,9
"8658","AE-PH","AE","PH",0,0,0,0,0,3,6,12,9,12,12,0,0,0,0,0,1.84179022009393e-05,3.67388176223862e-05,6.41255150080424e-05,5.1609943515784e-05,7.32162686548951e-05,9.21008196972953e-05,54
"8659","VN-PA","VN","PA",0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,1.84179022009393e-05,0,0,0,3.66081343274476e-05,0,9
"8660","TG-PA","TG","PA",0,0,0,0,0,3,0,0,3,3,0,0,0,0,0,0,1.84179022009393e-05,0,0,1.72033145052613e-05,1.83040671637238e-05,0,9
"8661","MK-PL","MK","PL",0,0,0,0,0,3,0,3,6,0,6,0,0,0,0,0,1.84179022009393e-05,0,1.60313787520106e-05,3.44066290105227e-05,0,4.60504098486476e-05,18
"8662","UZ-PA","UZ","PA",0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,1.84179022009393e-05,0,0,0,3.66081343274476e-05,0,9
"8663","TH-PY","TH","PY",0,0,0,0,0,0,42,36,0,0,0,0,0,0,0,0,0,0.000257171723356703,0.000192376545024127,0,0,0,78
"8664","ZA-PY","ZA","PY",0,0,0,0,0,0,6,12,15,3,0,0,0,0,0,0,0,3.67388176223862e-05,6.41255150080424e-05,8.60165725263067e-05,1.83040671637238e-05,0,36
"8665","TZ-PH","TZ","PH",0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,1.83694088111931e-05,1.60313787520106e-05,1.72033145052613e-05,0,0,9
"8666","RU-PE","RU","PE",0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.83694088111931e-05,0,0,0,0,3
"8667","QA-PH","QA","PH",0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,1.83694088111931e-05,0,1.72033145052613e-05,0,2.30252049243238e-05,9
"8668","SD-OM","SD","OM",0,0,0,0,0,0,0,9,3,0,0,0,0,0,0,0,0,0,4.80941362560318e-05,1.72033145052613e-05,0,0,12
"8669","ZW-PA","ZW","PA",0,0,0,0,0,0,0,39,6,6,0,0,0,0,0,0,0,0,0.000208407923776138,3.44066290105227e-05,3.66081343274476e-05,0,51
"8670","RU-PK","RU","PK",0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,1.60313787520106e-05,3.44066290105227e-05,0,0,9
"8671","TW-PA","TW","PA",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.20627575040212e-05,0,0,0,6
"8672","UY-PL","UY","PL",0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.20627575040212e-05,0,0,0,6
"8673","AE-PA","AE","PA",0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.60313787520106e-05,0,0,0,3
"8674","QA-PK","QA","PK",0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,1.60313787520106e-05,1.72033145052613e-05,1.83040671637238e-05,2.30252049243238e-05,12
"8675","TK-PT","TK","PT",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.44066290105227e-05,0,0,6
"8676","TR-PT","TR","PT",0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,5.1609943515784e-05,0,2.30252049243238e-05,12
"8677","TW-PE","TW","PE",0,0,0,0,0,0,0,0,15,12,0,0,0,0,0,0,0,0,0,8.60165725263067e-05,7.32162686548951e-05,0,27
"8678","QA-OM","QA","OM",0,0,0,0,0,0,0,0,45,21,3,0,0,0,0,0,0,0,0,0.00025804971757892,0.000128128470146066,2.30252049243238e-05,69
"8679","RO-PH","RO","PH",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1.72033145052613e-05,0,0,3
"8680","TG-OM","TG","OM",0,0,0,0,0,0,0,0,18,24,3,0,0,0,0,0,0,0,0,0.000103219887031568,0.00014643253730979,2.30252049243238e-05,45
"8681","UZ-OM","UZ","OM",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3.44066290105227e-05,0,0,6
"8682","SK-PK","SK","PK",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,8.60165725263067e-05,0,0,15
