"","unique.base.edge.","source","target","f2005","f2006","f2007","f2008","f2009","f2010","f2011","f2012","f2013","f2014","f2015","w2005","w2006","w2007","w2008","w2009","w2010","w2011","w2012","w2013","w2014","w2015","f_tot"
"1","AR-US","AR","US",336,246,196,170,164,128,138,240,266,58,108,0.00208475522739964,0.00161863403079353,0.00123373639585314,0.00103546151128653,0.00102329876580185,0.000785830493906744,0.000844992805314882,0.00128251030016085,0.00152536055279984,0.000353878631831993,0.000828907377275658,2050
"2","AR-NZ","AR","NZ",6,6,0,4,4,6,2,0,4,2,2,3.72277719178507e-05,3.94788787998421e-05,0,2.43638002655654e-05,2.49585064829721e-05,3.68358044018786e-05,1.22462725407954e-05,0,2.29377526736818e-05,1.22027114424825e-05,1.53501366162159e-05,36
"3","AU-NZ","AU","NZ",98,70,164,372,320,482,202,386,228,72,0,0.000608053607991562,0.000460586919331491,0.00103231004550977,0.00226583342469758,0.00199668051863776,0.00295914295361758,0.00123687352662033,0.00206270406609203,0.00130745190239986,0.000439297611929371,0,2394
"4","AU-US","AU","US",428,574,764,1076,1284,1158,978,1110,896,680,814,0.00265558106347335,0.00377681273851823,0.00480905411444793,0.0065538622714371,0.00801168058103403,0.00710931024956258,0.00598842727244895,0.00593161013824392,0.00513805659890472,0.00414892189044406,0.00624750560279987,9762
"5","AR-PY","AR","PY",75,0,0,0,3,87,0,0,0,0,54,0.000465347148973134,0,0,0,1.8718879862229e-05,0.00053411916382724,0,0,0,0,0.000414453688637829,219
"6","AR-MX","AR","MX",44,48,38,46,50,18,36,30,20,8,26,0.000273003660730905,0.000315831030398737,0.000239193791032751,0.000280183703054002,0.000311981331037151,0.000110507413205636,0.000220432905734317,0.000160313787520106,0.000114688763368409,4.88108457699301e-05,0.000199551776010806,364
"7","AR-UY","AR","UY",22,34,12,38,84,22,6,6,18,2,2,0.000136501830365453,0.000223713646532438,7.55348813787634e-05,0.000231456102522872,0.000524128636142413,0.000135064616140222,3.67388176223862e-05,3.20627575040212e-05,0.000103219887031568,1.22027114424825e-05,1.53501366162159e-05,246
"8","AT-US","AT","US",84,68,134,136,130,66,62,50,68,78,76,0.00052118880684991,0.000447427293064877,0.000843472842062858,0.000828369209029224,0.000811151460696592,0.000405193848420665,0.000379634448764657,0.000267189645866843,0.000389941795452591,0.000475905746256818,0.000583305191416204,952
"9","AT-JP","AT","JP",40,36,60,48,104,88,52,80,60,46,80,0.000248185146119005,0.000236873272799053,0.000377674406893817,0.000292365603186785,0.000648921168557274,0.000540258464560887,0.00031840308606068,0.000427503433386949,0.000344066290105227,0.000280662363177098,0.000614005464648635,694
"10","AU-JP","AU","JP",124,188,258,328,236,196,244,406,240,158,184,0.000769373952968915,0.00123700486906172,0.00162399994964341,0.00199783162177636,0.00147255188249535,0.0012033029437947,0.00149404524997704,0.00216957992443877,0.00137626516042091,0.000964014203956119,0.00141221256869186,2562
"11","AG-US","AG","US",10,8,8,4,8,6,2,4,4,4,6,6.20462865297512e-05,5.26385050664561e-05,5.03565875858422e-05,2.43638002655654e-05,4.99170129659441e-05,3.68358044018786e-05,1.22462725407954e-05,2.13751716693475e-05,2.29377526736818e-05,2.4405422884965e-05,4.60504098486476e-05,64
"12","AO-US","AO","US",2,2,0,0,0,2,0,0,6,2,6,1.24092573059502e-05,1.3159626266614e-05,0,0,0,1.22786014672929e-05,0,0,3.44066290105227e-05,1.22027114424825e-05,4.60504098486476e-05,20
"13","AG-BB","AG","BB",4,2,0,0,0,0,0,0,0,0,0,2.48185146119005e-05,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,6
"14","AR-GB","AR","GB",20,40,32,32,10,14,20,16,8,10,8,0.000124092573059502,0.000263192525332281,0.000201426350343369,0.000194910402124523,6.23962662074302e-05,8.59502102710501e-05,0.000122462725407954,8.55006866773899e-05,4.58755053473636e-05,6.10135572124126e-05,6.14005464648635e-05,210
"15","AT-CH","AT","CH",214,394,132,188,77,230,98,136,106,92,136,0.00132779053173668,0.00259244637452296,0.000830883695166397,0.00114509861248157,0.000480451249797212,0.00141203916873868,0.000600067354498974,0.000726755836757814,0.000607850445852568,0.000561324726354196,0.00104380928990268,1803
"16","AU-NL","AU","NL",20,6,42,104,140,82,70,94,64,90,122,0.000124092573059502,3.94788787998421e-05,0.000264372084825672,0.000633458806904701,0.000873547726904022,0.000503422660159008,0.000428619538927839,0.000502316534229666,0.000367004042778909,0.000549122014911713,0.000936358333589169,834
"17","AU-DE","AU","DE",70,78,136,250,338,264,248,294,276,214,204,0.000434324005708258,0.000513225424397947,0.000856061988959318,0.00152273751659784,0.00210899379781114,0.00162077539368266,0.00151853779505863,0.00157107511769704,0.00158270493448404,0.00130569012434563,0.00156571393485402,2372
"18","AU-GB","AU","GB",96,102,142,340,264,298,206,274,294,144,150,0.000595644350685612,0.000671140939597315,0.0008938294296487,0.00207092302257306,0.00164726142787616,0.00182951161862664,0.00126136607170193,0.0014641992593503,0.00168592482151561,0.000878595223858741,0.00115126024621619,2310
"19","AR-BR","AR","BR",32,26,16,28,10,14,20,12,4,10,6,0.000198548116895204,0.000171075141465982,0.000100713175171684,0.000170546601858958,6.23962662074302e-05,8.59502102710501e-05,0.000122462725407954,6.41255150080424e-05,2.29377526736818e-05,6.10135572124126e-05,4.60504098486476e-05,178
"20","AR-CA","AR","CA",30,120,156,106,8,48,2,4,4,0,6,0.000186138859589254,0.000789577575996842,0.000981953457923924,0.000645640707037484,4.99170129659441e-05,0.000294686435215029,1.22462725407954e-05,2.13751716693475e-05,2.29377526736818e-05,0,4.60504098486476e-05,484
"21","AR-ES","AR","ES",96,48,102,56,64,46,48,42,22,22,36,0.000595644350685612,0.000315831030398737,0.000642046491719489,0.000341093203717916,0.000399336103727553,0.000282407833747736,0.000293910540979089,0.000224439302528148,0.00012615763970525,0.000134229825867308,0.000276302459091886,582
"22","AZ-GE","AZ","GE",14,2,4,0,0,0,8,0,10,2,28,8.68648011416517e-05,1.3159626266614e-05,2.51782937929211e-05,0,0,0,4.89850901631816e-05,0,5.73443816842045e-05,1.22027114424825e-05,0.000214901912627022,68
"23","AU-HK","AU","HK",22,56,72,58,118,128,136,220,236,152,0,0.000136501830365453,0.000368469535465193,0.00045320928827258,0.000353275103850699,0.000736275941247676,0.000785830493906744,0.000832746532774087,0.00117563444181411,0.00135332740774723,0.000927406069628672,0,1198
"24","AL-IT","AL","IT",2,0,0,2,0,10,4,4,10,8,4,1.24092573059502e-05,0,0,1.21819001327827e-05,0,6.13930073364644e-05,2.44925450815908e-05,2.13751716693475e-05,5.73443816842045e-05,4.88108457699301e-05,3.07002732324318e-05,44
"25","AU-MY","AU","MY",10,120,4,14,22,98,6,22,22,2,0,6.20462865297512e-05,0.000789577575996842,2.51782937929211e-05,8.5273300929479e-05,0.000137271785656346,0.000601651471897351,3.67388176223862e-05,0.000117563444181411,0.00012615763970525,1.22027114424825e-05,0,320
"26","AU-TW","AU","TW",24,72,22,60,98,148,98,116,110,0,0,0.000148911087671403,0.000473746545598105,0.000138480615861066,0.000365457003983481,0.000611483408832815,0.000908616508579673,0.000600067354498974,0.000619879978411077,0.000630788198526249,0,0,748
"27","AU-CH","AU","CH",68,36,12,94,17,142,22,118,192,100,92,0.000421914748402308,0.000236873272799053,7.55348813787634e-05,0.000572549306240787,0.000106073652552631,0.000871780704177794,0.000134708997948749,0.00063056756424575,0.00110101212833673,0.000610135572124126,0.000706106284345931,893
"28","AR-DE","AR","DE",74,68,66,154,68,82,82,90,42,30,46,0.000459142520320159,0.000447427293064877,0.000415441847583199,0.000938006310224269,0.000424294610210525,0.000503422660159008,0.000502097174172611,0.000480941362560318,0.000240846403073659,0.000183040671637238,0.000353053142172965,802
"29","AU-GR","AU","GR",6,6,4,54,10,4,0,6,0,0,0,3.72277719178507e-05,3.94788787998421e-05,2.51782937929211e-05,0.000328911303585133,6.23962662074302e-05,2.45572029345858e-05,0,3.20627575040212e-05,0,0,0,90
"30","AT-LI","AT","LI",8,2,2,0,0,4,2,4,0,0,0,4.9637029223801e-05,1.3159626266614e-05,1.25891468964606e-05,0,0,2.45572029345858e-05,1.22462725407954e-05,2.13751716693475e-05,0,0,0,22
"31","AR-NL","AR","NL",26,14,20,6,16,6,12,2,18,0,0,0.000161320344977353,9.21173838662982e-05,0.000125891468964606,3.65457003983481e-05,9.98340259318882e-05,3.68358044018786e-05,7.34776352447724e-05,1.06875858346737e-05,0.000103219887031568,0,0,120
"32","AR-PL","AR","PL",12,12,21,15,6,3,6,3,0,0,3,7.44555438357014e-05,7.89577575996842e-05,0.000132186042412836,9.13642509958703e-05,3.74377597244581e-05,1.84179022009393e-05,3.67388176223862e-05,1.60313787520106e-05,0,0,2.30252049243238e-05,81
"33","AO-PT","AO","PT",15,0,3,30,0,3,0,0,3,3,0,9.30694297946268e-05,0,1.88837203446908e-05,0.000182728501991741,0,1.84179022009393e-05,0,0,1.72033145052613e-05,1.83040671637238e-05,0,57
"34","AT-RU","AT","RU",22,10,19,30,20,17,11,7,8,11,13,0.000136501830365453,6.57981313330701e-05,0.000119596895516375,0.000182728501991741,0.00012479253241486,0.000104368112471989,6.73544989743747e-05,3.74065504213581e-05,4.58755053473636e-05,6.71149129336539e-05,9.97758880054032e-05,168
"35","AU-SG","AU","SG",58,62,148,86,174,158,130,198,224,132,170,0.000359868461872557,0.000407948414265035,0.000931596870338082,0.000523821705709657,0.00108569503200928,0.000970009515916137,0.000796007715151701,0.0010580709976327,0.00128451414972618,0.000805378955203846,0.00130476161237835,1540
"36","AT-AE","AT","AE",40,46,54,66,60,62,46,64,126,74,94,0.000248185146119005,0.000302671404132123,0.000339906966204435,0.000402002704381829,0.000374377597244581,0.000380636645486079,0.000281664268438294,0.00034200274670956,0.000722539209220977,0.000451500323371853,0.000721456420962147,732
"37","AT-BH","AT","BH",14,14,8,0,6,4,2,0,2,2,4,8.68648011416517e-05,9.21173838662982e-05,5.03565875858422e-05,0,3.74377597244581e-05,2.45572029345858e-05,1.22462725407954e-05,0,1.14688763368409e-05,1.22027114424825e-05,3.07002732324318e-05,56
"38","AT-KW","AT","KW",8,16,18,16,16,6,10,8,2,2,8,4.9637029223801e-05,0.000105277010132912,0.000113302322068145,9.74552010622617e-05,9.98340259318882e-05,3.68358044018786e-05,6.1231362703977e-05,4.27503433386949e-05,1.14688763368409e-05,1.22027114424825e-05,6.14005464648635e-05,110
"39","AT-QA","AT","QA",8,3,4,4,4,6,5,2,6,10,7,4.9637029223801e-05,1.9739439399921e-05,2.51782937929211e-05,2.43638002655654e-05,2.49585064829721e-05,3.68358044018786e-05,3.06156813519885e-05,1.06875858346737e-05,3.44066290105227e-05,6.10135572124126e-05,5.37254781567556e-05,59
"40","AU-QA","AU","QA",3,17,1,0,0,0,0,4,0,3,0,1.86138859589254e-05,0.000111856823266219,6.29457344823028e-06,0,0,0,0,2.13751716693475e-05,0,1.83040671637238e-05,0,28
"41","AT-SA","AT","SA",6,4,6,4,12,2,14,12,4,6,2,3.72277719178507e-05,2.63192525332281e-05,3.77674406893817e-05,2.43638002655654e-05,7.48755194489162e-05,1.22786014672929e-05,8.57239077855678e-05,6.41255150080424e-05,2.29377526736818e-05,3.66081343274476e-05,1.53501366162159e-05,72
"42","AT-CA","AT","CA",30,20,14,22,22,18,26,26,26,32,20,0.000186138859589254,0.00013159626266614,8.81240282752239e-05,0.00013400090146061,0.000137271785656346,0.000110507413205636,0.00015920154303034,0.000138938615850759,0.000149095392378932,0.00019524338307972,0.000153501366162159,256
"43","AU-ES","AU","ES",28,10,118,46,68,60,78,72,94,44,50,0.000173729602283303,6.57981313330701e-05,0.000742759666891173,0.000280183703054002,0.000424294610210525,0.000368358044018786,0.00047760462909102,0.000384753090048254,0.000539037187831522,0.000268459651734615,0.000383753415405397,668
"44","DZ-IT","DZ","IT",8,2,0,32,2,0,24,0,12,0,0,4.9637029223801e-05,1.3159626266614e-05,0,0.000194910402124523,1.2479253241486e-05,0,0.000146955270489545,0,6.88132580210454e-05,0,0,80
"45","AR-PE","AR","PE",12,9,15,15,15,3,6,18,12,6,9,7.44555438357014e-05,5.92183181997631e-05,9.44186017234542e-05,9.13642509958703e-05,9.35943993111452e-05,1.84179022009393e-05,3.67388176223862e-05,9.61882725120636e-05,6.88132580210454e-05,3.66081343274476e-05,6.90756147729715e-05,120
"46","AR-ZA","AR","ZA",12,14,4,4,36,8,20,4,0,4,4,7.44555438357014e-05,9.21173838662982e-05,2.51782937929211e-05,2.43638002655654e-05,0.000224626558346749,4.91144058691715e-05,0.000122462725407954,2.13751716693475e-05,0,2.4405422884965e-05,3.07002732324318e-05,110
"47","AO-ZA","AO","ZA",4,0,6,0,0,0,0,0,0,0,0,2.48185146119005e-05,0,3.77674406893817e-05,0,0,0,0,0,0,0,0,10
"48","AT-MX","AT","MX",12,8,14,20,8,18,24,8,8,6,12,7.44555438357014e-05,5.26385050664561e-05,8.81240282752239e-05,0.000121819001327827,4.99170129659441e-05,0.000110507413205636,0.000146955270489545,4.27503433386949e-05,4.58755053473636e-05,3.66081343274476e-05,9.21008196972953e-05,138
"49","AR-JP","AR","JP",46,36,26,70,56,38,16,4,14,2,30,0.000285412918036855,0.000236873272799053,0.000163658909653987,0.000426366504647395,0.000349419090761609,0.000233293427878565,9.79701803263632e-05,2.13751716693475e-05,8.02821343578863e-05,1.22027114424825e-05,0.000230252049243238,338
"50","AU-NC","AU","NC",76,10,72,8,34,14,10,10,8,0,0,0.000471551777626109,6.57981313330701e-05,0.00045320928827258,4.87276005311308e-05,0.000212147305105262,8.59502102710501e-05,6.1231362703977e-05,5.34379291733687e-05,4.58755053473636e-05,0,0,242
"51","AU-RU","AU","RU",27,81,5,10,7,11,4,35,37,0,0,0.000167524973630328,0.000532964863797868,3.14728672411514e-05,6.09095006639136e-05,4.36773863452011e-05,6.75323080701108e-05,2.44925450815908e-05,0.00018703275210679,0.000212174212231557,0,0,217
"52","AU-TH","AU","TH",212,234,246,310,270,70,130,68,96,6,0,0.00131538127443073,0.00153967627319384,0.00154846506826465,0.00188819452058132,0.00168469918760061,0.000429751051355251,0.000796007715151701,0.000363377918378907,0.000550506064168363,3.66081343274476e-05,0,1642
"53","AU-FR","AU","FR",44,108,162,194,350,162,190,334,316,230,228,0.000273003660730905,0.000710619818397158,0.00101972089861331,0.00118164431287992,0.00218386931726006,0.000994566718850723,0.00116339589137556,0.00178482683439051,0.00181208246122086,0.00140331181588549,0.00174991557424861,2318
"54","AR-CL","AR","CL",28,38,20,32,38,20,18,12,20,8,10,0.000173729602283303,0.000250032899065667,0.000125891468964606,0.000194910402124523,0.000237105811588235,0.000122786014672929,0.000110216452867159,6.41255150080424e-05,0.000114688763368409,4.88108457699301e-05,7.67506830810794e-05,244
"55","AR-CH","AR","CH",32,24,14,23,6,22,6,14,20,2,2,0.000198548116895204,0.000157915515199368,8.81240282752239e-05,0.000140091851527001,3.74377597244581e-05,0.000135064616140222,3.67388176223862e-05,7.48131008427161e-05,0.000114688763368409,1.22027114424825e-05,1.53501366162159e-05,165
"56","AR-PK","AR","PK",21,0,12,0,0,0,0,0,0,0,0,0.000130297201712478,0,7.55348813787634e-05,0,0,0,0,0,0,0,0,33
"57","AT-CN","AT","CN",4,0,0,10,6,26,32,22,40,18,16,2.48185146119005e-05,0,0,6.09095006639136e-05,3.74377597244581e-05,0.000159621819074807,0.000195940360652726,0.000117563444181411,0.000229377526736818,0.000109824402982343,0.000122801092929727,174
"58","DZ-ES","DZ","ES",14,0,0,4,6,0,0,0,0,0,0,8.68648011416517e-05,0,0,2.43638002655654e-05,3.74377597244581e-05,0,0,0,0,0,0,24
"59","AU-IT","AU","IT",56,50,88,86,46,54,58,84,84,94,112,0.000347459204566607,0.000328990656665351,0.000553922463444265,0.000523821705709657,0.000287022824554179,0.000331522239616908,0.000355141903683066,0.000448878605056297,0.000481692806147318,0.000573527437796678,0.00085960765050809,812
"60","AZ-RU","AZ","RU",2,0,8,0,0,20,7,0,5,2,0,1.24092573059502e-05,0,5.03565875858422e-05,0,0,0.000122786014672929,4.28619538927839e-05,0,2.86721908421022e-05,1.22027114424825e-05,0,44
"61","AZ-US","AZ","US",20,12,16,14,12,8,2,4,8,6,0,0.000124092573059502,7.89577575996842e-05,0.000100713175171684,8.5273300929479e-05,7.48755194489162e-05,4.91144058691715e-05,1.22462725407954e-05,2.13751716693475e-05,4.58755053473636e-05,3.66081343274476e-05,0,102
"62","AU-AE","AU","AE",10,32,2,12,48,2,60,114,104,24,92,6.20462865297512e-05,0.000210554020265824,1.25891468964606e-05,7.30914007966963e-05,0.000299502077795665,1.22786014672929e-05,0.000367388176223862,0.000609192392576403,0.000596381569515727,0.00014643253730979,0.000706106284345931,500
"63","AZ-AE","AZ","AE",8,0,0,0,4,0,0,0,0,0,0,4.9637029223801e-05,0,0,0,2.49585064829721e-05,0,0,0,0,0,0,12
"64","AZ-CA","AZ","CA",6,0,4,0,0,0,0,0,0,0,0,3.72277719178507e-05,0,2.51782937929211e-05,0,0,0,0,0,0,0,0,10
"65","AZ-DE","AZ","DE",6,0,6,6,6,10,0,0,0,0,0,3.72277719178507e-05,0,3.77674406893817e-05,3.65457003983481e-05,3.74377597244581e-05,6.13930073364644e-05,0,0,0,0,0,34
"66","AZ-ES","AZ","ES",6,0,0,0,0,0,0,0,0,0,0,3.72277719178507e-05,0,0,0,0,0,0,0,0,0,0,6
"67","AZ-FR","AZ","FR",6,0,0,0,0,4,0,2,0,0,0,3.72277719178507e-05,0,0,0,0,2.45572029345858e-05,0,1.06875858346737e-05,0,0,0,12
"68","AZ-BE","AZ","BE",2,0,0,0,0,0,0,0,0,0,0,1.24092573059502e-05,0,0,0,0,0,0,0,0,0,0,2
"69","AT-AL","AT","AL",4,0,2,6,0,0,0,6,4,0,2,2.48185146119005e-05,0,1.25891468964606e-05,3.65457003983481e-05,0,0,0,3.20627575040212e-05,2.29377526736818e-05,0,1.53501366162159e-05,24
"70","AT-AR","AT","AR",8,6,8,8,6,8,4,6,4,4,0,4.9637029223801e-05,3.94788787998421e-05,5.03565875858422e-05,4.87276005311308e-05,3.74377597244581e-05,4.91144058691715e-05,2.44925450815908e-05,3.20627575040212e-05,2.29377526736818e-05,2.4405422884965e-05,0,62
"71","AT-AT","AT","AT",2,4,2,2,4,0,0,0,0,0,0,1.24092573059502e-05,2.63192525332281e-05,1.25891468964606e-05,1.21819001327827e-05,2.49585064829721e-05,0,0,0,0,0,0,14
"72","AT-AU","AT","AU",4,4,6,14,8,8,14,10,6,22,16,2.48185146119005e-05,2.63192525332281e-05,3.77674406893817e-05,8.5273300929479e-05,4.99170129659441e-05,4.91144058691715e-05,8.57239077855678e-05,5.34379291733687e-05,3.44066290105227e-05,0.000134229825867308,0.000122801092929727,112
"73","AT-AZ","AT","AZ",1,2,6,9,4,6,5,5,5,5,2,6.20462865297512e-06,1.3159626266614e-05,3.77674406893817e-05,5.48185505975222e-05,2.49585064829721e-05,3.68358044018786e-05,3.06156813519885e-05,2.67189645866843e-05,2.86721908421022e-05,3.05067786062063e-05,1.53501366162159e-05,50
"74","AT-BG","AT","BG",2,4,0,0,0,0,0,0,0,0,0,1.24092573059502e-05,2.63192525332281e-05,0,0,0,0,0,0,0,0,0,6
"75","AT-BM","AT","BM",2,0,0,0,0,0,0,0,0,0,0,1.24092573059502e-05,0,0,0,0,0,0,0,0,0,0,2
"76","AT-BR","AT","BR",10,10,12,16,16,18,4,10,12,10,6,6.20462865297512e-05,6.57981313330701e-05,7.55348813787634e-05,9.74552010622617e-05,9.98340259318882e-05,0.000110507413205636,2.44925450815908e-05,5.34379291733687e-05,6.88132580210454e-05,6.10135572124126e-05,4.60504098486476e-05,124
"77","AT-BY","AT","BY",4,4,4,14,10,16,6,8,6,4,2,2.48185146119005e-05,2.63192525332281e-05,2.51782937929211e-05,8.5273300929479e-05,6.23962662074302e-05,9.8228811738343e-05,3.67388176223862e-05,4.27503433386949e-05,3.44066290105227e-05,2.4405422884965e-05,1.53501366162159e-05,78
"78","AW-CH","AW","CH",4,0,0,0,0,0,2,0,4,0,0,2.48185146119005e-05,0,0,0,0,0,1.22462725407954e-05,0,2.29377526736818e-05,0,0,10
"79","AT-CO","AT","CO",8,8,8,8,8,10,8,8,4,6,6,4.9637029223801e-05,5.26385050664561e-05,5.03565875858422e-05,4.87276005311308e-05,4.99170129659441e-05,6.13930073364644e-05,4.89850901631816e-05,4.27503433386949e-05,2.29377526736818e-05,3.66081343274476e-05,4.60504098486476e-05,82
"80","AT-CS","AT","CS",4,10,0,0,0,0,0,0,0,0,0,2.48185146119005e-05,6.57981313330701e-05,0,0,0,0,0,0,0,0,0,14
"81","AT-EC","AT","EC",2,0,2,2,0,0,0,6,0,0,0,1.24092573059502e-05,0,1.25891468964606e-05,1.21819001327827e-05,0,0,0,3.20627575040212e-05,0,0,0,12
"82","AT-GE","AT","GE",2,4,0,2,2,6,4,6,4,2,4,1.24092573059502e-05,2.63192525332281e-05,0,1.21819001327827e-05,1.2479253241486e-05,3.68358044018786e-05,2.44925450815908e-05,3.20627575040212e-05,2.29377526736818e-05,1.22027114424825e-05,3.07002732324318e-05,36
"83","AT-HK","AT","HK",42,30,28,62,36,48,64,64,34,56,30,0.000260594403424955,0.00019739439399921,0.000176248056550448,0.000377638904116264,0.000224626558346749,0.000294686435215029,0.000391880721305453,0.00034200274670956,0.000194970897726295,0.000341675920389511,0.000230252049243238,494
"84","AT-HR","AT","HR",2,6,10,12,6,6,2,10,2,0,0,1.24092573059502e-05,3.94788787998421e-05,6.29457344823028e-05,7.30914007966963e-05,3.74377597244581e-05,3.68358044018786e-05,1.22462725407954e-05,5.34379291733687e-05,1.14688763368409e-05,0,0,56
"85","AT-HT","AT","HT",6,6,8,6,8,8,0,0,0,0,0,3.72277719178507e-05,3.94788787998421e-05,5.03565875858422e-05,3.65457003983481e-05,4.99170129659441e-05,4.91144058691715e-05,0,0,0,0,0,42
"86","AT-IL","AT","IL",4,4,6,14,12,10,6,12,8,8,12,2.48185146119005e-05,2.63192525332281e-05,3.77674406893817e-05,8.5273300929479e-05,7.48755194489162e-05,6.13930073364644e-05,3.67388176223862e-05,6.41255150080424e-05,4.58755053473636e-05,4.88108457699301e-05,9.21008196972953e-05,96
"87","AT-JO","AT","JO",4,4,2,0,2,0,0,0,0,0,0,2.48185146119005e-05,2.63192525332281e-05,1.25891468964606e-05,0,1.2479253241486e-05,0,0,0,0,0,0,12
"88","AT-KR","AT","KR",6,4,6,13,19,19,6,8,10,6,6,3.72277719178507e-05,2.63192525332281e-05,3.77674406893817e-05,7.91823508630876e-05,0.000118552905794117,0.000116646713939282,3.67388176223862e-05,4.27503433386949e-05,5.73443816842045e-05,3.66081343274476e-05,4.60504098486476e-05,103
"89","AU-KR","AU","KR",11,10,6,2,3,71,41,54,55,61,0,6.82509151827263e-05,6.57981313330701e-05,3.77674406893817e-05,1.21819001327827e-05,1.8718879862229e-05,0.000435890352088897,0.000251048587086306,0.000288564817536191,0.000315394099263125,0.000372182698995717,0,314
"90","AT-KZ","AT","KZ",6,8,8,16,12,8,8,12,12,14,6,3.72277719178507e-05,5.26385050664561e-05,5.03565875858422e-05,9.74552010622617e-05,7.48755194489162e-05,4.91144058691715e-05,4.89850901631816e-05,6.41255150080424e-05,6.88132580210454e-05,8.54189800973776e-05,4.60504098486476e-05,110
"91","AT-LB","AT","LB",8,4,4,12,4,6,2,2,4,4,2,4.9637029223801e-05,2.63192525332281e-05,2.51782937929211e-05,7.30914007966963e-05,2.49585064829721e-05,3.68358044018786e-05,1.22462725407954e-05,1.06875858346737e-05,2.29377526736818e-05,2.4405422884965e-05,1.53501366162159e-05,52
"92","AT-MD","AT","MD",3,1,3,6,5,5,4,4,2,3,3,1.86138859589254e-05,6.57981313330701e-06,1.88837203446908e-05,3.65457003983481e-05,3.11981331037151e-05,3.06965036682322e-05,2.44925450815908e-05,2.13751716693475e-05,1.14688763368409e-05,1.83040671637238e-05,2.30252049243238e-05,39
"93","AT-NO","AT","NO",16,16,20,20,24,26,24,16,10,28,8,9.92740584476019e-05,0.000105277010132912,0.000125891468964606,0.000121819001327827,0.000149751038897832,0.000159621819074807,0.000146955270489545,8.55006866773899e-05,5.73443816842045e-05,0.000170837960194755,6.14005464648635e-05,208
"94","AT-NZ","AT","NZ",8,6,6,6,10,6,14,8,8,8,16,4.9637029223801e-05,3.94788787998421e-05,3.77674406893817e-05,3.65457003983481e-05,6.23962662074302e-05,3.68358044018786e-05,8.57239077855678e-05,4.27503433386949e-05,4.58755053473636e-05,4.88108457699301e-05,0.000122801092929727,96
"95","AT-OM","AT","OM",3,3,6,3,0,0,0,0,3,0,0,1.86138859589254e-05,1.9739439399921e-05,3.77674406893817e-05,1.82728501991741e-05,0,0,0,0,1.72033145052613e-05,0,0,18
"96","AT-PA","AT","PA",9,0,12,12,0,0,0,0,0,0,0,5.58416578767761e-05,0,7.55348813787634e-05,7.30914007966963e-05,0,0,0,0,0,0,0,33
"97","AT-RO","AT","RO",7,2,0,0,0,0,0,0,0,0,0,4.34324005708258e-05,1.3159626266614e-05,0,0,0,0,0,0,0,0,0,9
"98","AT-SG","AT","SG",20,16,16,14,16,14,6,10,8,8,14,0.000124092573059502,0.000105277010132912,0.000100713175171684,8.5273300929479e-05,9.98340259318882e-05,8.59502102710501e-05,3.67388176223862e-05,5.34379291733687e-05,4.58755053473636e-05,4.88108457699301e-05,0.000107450956313511,142
"99","AT-TH","AT","TH",10,8,6,2,4,12,14,12,32,10,4,6.20462865297512e-05,5.26385050664561e-05,3.77674406893817e-05,1.21819001327827e-05,2.49585064829721e-05,7.36716088037573e-05,8.57239077855678e-05,6.41255150080424e-05,0.000183502021389454,6.10135572124126e-05,3.07002732324318e-05,114
"100","AT-TJ","AT","TJ",2,6,10,0,0,2,0,0,0,0,2,1.24092573059502e-05,3.94788787998421e-05,6.29457344823028e-05,0,0,1.22786014672929e-05,0,0,0,0,1.53501366162159e-05,22
"101","AT-TR","AT","TR",8,10,10,10,20,26,16,20,14,18,8,4.9637029223801e-05,6.57981313330701e-05,6.29457344823028e-05,6.09095006639136e-05,0.00012479253241486,0.000159621819074807,9.79701803263632e-05,0.000106875858346737,8.02821343578863e-05,0.000109824402982343,6.14005464648635e-05,160
"102","AT-TW","AT","TW",10,8,16,12,18,14,12,10,12,8,8,6.20462865297512e-05,5.26385050664561e-05,0.000100713175171684,7.30914007966963e-05,0.000112313279173374,8.59502102710501e-05,7.34776352447724e-05,5.34379291733687e-05,6.88132580210454e-05,4.88108457699301e-05,6.14005464648635e-05,128
"103","AT-UA","AT","UA",6,6,16,36,22,18,18,8,12,12,14,3.72277719178507e-05,3.94788787998421e-05,0.000100713175171684,0.000219274202390089,0.000137271785656346,0.000110507413205636,0.000110216452867159,4.27503433386949e-05,6.88132580210454e-05,7.32162686548951e-05,0.000107450956313511,168
"104","AL-US","AL","US",4,0,0,0,4,4,0,0,0,2,0,2.48185146119005e-05,0,0,0,2.49585064829721e-05,2.45572029345858e-05,0,0,0,1.22027114424825e-05,0,14
"105","AT-UZ","AT","UZ",4,6,4,8,4,6,4,6,2,0,0,2.48185146119005e-05,3.94788787998421e-05,2.51782937929211e-05,4.87276005311308e-05,2.49585064829721e-05,3.68358044018786e-05,2.44925450815908e-05,3.20627575040212e-05,1.14688763368409e-05,0,0,44
"106","AT-VE","AT","VE",10,0,0,2,2,0,0,0,2,0,0,6.20462865297512e-05,0,0,1.21819001327827e-05,1.2479253241486e-05,0,0,0,1.14688763368409e-05,0,0,16
"107","AT-VG","AT","VG",4,4,0,0,0,4,2,2,2,0,2,2.48185146119005e-05,2.63192525332281e-05,0,0,0,2.45572029345858e-05,1.22462725407954e-05,1.06875858346737e-05,1.14688763368409e-05,0,1.53501366162159e-05,20
