,Country,bet,clo,eig
0,BE,0.000308917829985,0.327204630575,0.0489242946093
1,BF,0.0,0.0,0.00621856054514
2,BO,0.0,0.0,0.0121862968546
3,JP,0.00232045576147,0.345528089888,0.101069447815
4,BT,0.0,0.183520599251,0.0
5,BW,0.0,0.0,0.0186556816354
6,BR,0.000226456985586,0.31758096497,0.0138020881958
7,BY,0.0,0.227528089888,0.0
8,RU,0.000206722116834,0.332238547969,0.0283697834529
9,RS,0.0,0.0,0.0121862968546
10,RO,0.0,0.263878731467,0.0
11,GR,0.000166948376218,0.327204630575,0.020795720212
12,GE,0.0,0.0,0.0121862968546
13,GB,0.0769200329945,0.356950506082,0.41600090485
14,GH,0.0,0.31297834229,0.0121862968546
15,OM,0.0,0.239950062422,0.000548779045941
16,HT,0.0,0.0,0.0121862968546
17,HU,0.0,0.318539325843,0.0
18,HK,0.0165563135367,0.392645556691,0.082635687721
19,PW,0.0,0.0,0.0121862968546
20,PT,0.00048394762229,0.263359824609,0.062637524745
21,PY,0.0,0.318539325843,0.0
22,PA,0.0,0.260792430514,0.0
23,PK,0.0,0.185043591776,0.0
24,PH,0.0,0.0,0.00325010324521
25,PL,0.0,0.322320979373,0.0294051435695
26,ZM,0.0,0.0224719101124,0.0
27,EG,0.0,0.0112359550562,0.0
28,ZA,0.000694241775702,0.238624371469,0.161307671931
29,ZW,0.0,0.0,0.094069432509
30,ES,0.000297923050732,0.324744445383,0.0659640341333
31,UY,0.0,0.0,0.0121862968546
32,MC,0.00813380595684,0.237313248549,0.0409719315095
33,MO,0.0,0.332802280731,0.0
34,US,0.267869328315,0.560922223844,0.497475740229
35,MT,0.0,0.327908129544,0.0
36,MW,0.000159601634321,0.0112359550562,0.00621856054514
37,MX,0.0,0.0112359550562,0.0243725937092
38,AT,0.00773589121553,0.322320979373,0.0919949747071
39,FR,0.0118122182904,0.356950506082,0.297684209598
40,NL,0.0,0.322320979373,0.146423675092
41,NO,0.0,0.269943820225,0.00621856054514
42,NC,0.0,0.23595505618,0.0
43,NG,0.0,0.0,0.0365588905637
44,NZ,0.0113978367138,0.324744445383,0.13000612811
45,CI,0.0,0.0,0.0207730678139
46,CH,0.0740637464128,0.399916770703,0.351463798563
47,CO,0.0,0.0,0.0121862968546
48,CN,0.0011184274527,0.378868519614,0.0706990155738
49,CM,0.0,0.0,0.0121862968546
50,CA,0.0139125504645,0.362949674252,0.357512242022
51,CZ,0.0,0.0112359550562,0.0
52,XX,0.0,0.237313248549,0.0243725937092
53,MA,0.0,0.0112359550562,0.0
54,XV,0.0,0.245030250648,0.0
55,KE,0.0,0.0,0.0160457246437
56,SU,0.0,0.0,0.00202420002535
57,SK,0.0,0.0112359550562,0.0
58,KR,0.00117626404494,0.340086702645,0.0170727163023
59,KW,0.0,0.0,0.0365588905637
60,SA,0.0,0.318539325843,0.0
61,SG,0.000784328031519,0.337429775281,0.0175415763642
62,SE,0.0,0.318539325843,0.0
63,SD,0.0,0.0,0.00621856054514
64,DJ,0.0,0.183520599251,0.0
65,DK,0.000202516740438,0.179215814257,0.0661268262612
66,DE,0.0438713732429,0.359925093633,0.253867332085
67,LB,0.0,0.0112359550562,0.0
68,LA,0.0,0.0,0.0121862968546
69,TW,0.0,0.35393258427,0.0
70,TR,0.000131937351038,0.31758096497,0.0310217613967
71,LV,0.0,0.0,0.0121862968546
72,LU,0.0,0.318539325843,0.0
73,LS,0.0,0.0112359550562,0.0
74,TH,0.000638406537283,0.322320979373,0.0345626527927
75,TG,0.0,0.0,0.00860942335747
76,AE,0.0375383043922,0.239950062422,0.0224032416402
77,VE,0.0,0.0,0.00729182159039
78,IQ,0.0,0.183520599251,0.0
79,IR,0.0,0.0112359550562,0.0
80,IT,0.00453471310213,0.337429775281,0.103754309203
81,VN,0.0,0.239950062422,0.0609314842729
82,AR,0.0,0.0,0.0540407712377
83,AU,0.0238343507304,0.34278580346,0.132680797179
84,IL,0.00169451335182,0.226130948879,0.0451683139212
85,IN,0.0,0.0112359550562,0.0121862968546
86,TZ,0.0,0.0112359550562,0.0
87,IE,0.0,0.0,0.0365588905637
88,ID,0.00101385038183,0.319933416563,0.0609314842729
89,CY,0.0,0.0112359550562,0.0
